id,last_name,first_name,description,status,status_expired_set,current_status_interview,datenquelle,adresse,strasse,hausnummer,plz,arbeitsort,wohnort,wunscharbeitsort,umzugszwang,available,regionale_verfuegbarkeit,position_now,next_career_step,qualification,department,short_note,long_note,e_mail,tel,linkedin,anlage_wann,minicrm_id,how_where_contacted
467,Schmidt,Alina,,contacted,,,,,,,,,,,,,,,,Assistenzarzt,Radiologie,,,alina.schmidt@gmail.com,+49 1243795247,,48113-11-21 00:00:01,19hm87ryet0yee2rro571vie2o8res,
468,Koch,Julia,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,julia.koch@web.de,+49 1678501526,,48113-11-21 00:00:01,2njpzz5wrt0zjdy4d1yl0f2woqws3u,
469,Wolf,Anna,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,anna.wolf@outlook.com,+49 1661909343,,48113-11-21 00:00:01,17pb7dhmny1hp8uyacaw20tnjq39vx,
470,Schwarz,Alina,,interested,,,,,,,,,,,,,,,,Facharzt,Radiologie,,nur Süddeutschland,alina.schwarz@web.de,+49 1906043893,,48113-11-21 00:00:01,259yhc71mk22j8jqzht71dopzp7l1t,
471,Hoffmann,Mara,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,"aktuell 05/2021 kein Interesse, vielleicht später",mara.hoffmann@outlook.com,+49 1778117748,,48113-11-21 00:00:01,0p04uq7ffh28s983ykgx1d315pyhex,
472,Klein,Klara,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,regional gebunden,klara.klein@web.de,+49 1029831352,,48113-11-21 00:00:01,2n094yg5sn0mjx7s0h271cn0ltpuag,
474,Krüger,Mara,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,mara.krüger@yahoo.de,+49 1407602743,,48113-11-21 00:00:01,1n9oi0oefg14xzo5xtbd28384fymtn,
475,Becker,Klara,,interested,,,,,,,,,,,,,,,,Facharzt,Radiologie,,Engelskirchen angefragt,klara.becker@web.de,+49 1688938072,,2025-08-28 23:59:00,2k8yxziopu12ucd33d1k10yuanrqp6,Email
476,Hartmann,Paula,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,paula.hartmann@yahoo.de,+49 1266248949,,48113-11-21 00:00:01,1r9hwwqhu311yp59py220ni2ubsy5s,
478,Schneider,Maria,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,maria.schneider@outlook.com,+49 1797590538,,48113-11-21 00:00:01,25pwn55ty411g1j18p6b1n0l6n2f7p,
479,Weber,Mara,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,mara.weber@yahoo.de,+49 1444822668,,48113-11-21 00:00:01,0vgu6eyuzb0dr6bnburx23q1zigkzv,
480,Zimmermann,Lea,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,lea.zimmermann@gmail.com,+49 1122745627,,48113-11-21 00:00:01,2b0n31j8qc103ud5ptbc2lfl7sqnw9,
481,Fischer,Elena,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,Leiterin Mammographie,elena.fischer@gmail.com,+49 1702726166,,48113-11-21 00:00:01,0bxxfiqi3x10qpfmbiig0j5jst5bo7,
482,Hartmann,Isabella,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,isabella.hartmann@gmail.com,+49 1353651143,,48113-11-21 00:00:01,1q62zklngn24mrqa8lwi2ft66il0fg,
483,Wagner,Lisa,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,lisa.wagner@outlook.com,+49 1354639901,,48113-11-21 00:00:01,0qir77d7xc1ntr0v4pf8200kahzyo6,
484,Hoffmann,Julia,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,julia.hoffmann@yahoo.de,+49 1936363331,,48113-11-21 00:00:01,16jamj830x2mcnfn6czb14mkxcwo4m,
485,Fischer,Sophie,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,seit 07/2022 bei Röntgeninstitut,,sophie.fischer@web.de,+49 1775268106,,48113-11-21 00:00:01,139lq0dq1c0j3y8u5yq11dbceg2b72,
486,Schwarz,Emma,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,aktuell 07/2022 kein Interesse an Wechsel,emma.schwarz@web.de,+49 1235810353,,48113-11-21 00:00:01,1ukodh1ymu2473bwvr7j0dqemhksfw,
487,Hoffmann,Klara,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,klara.hoffmann@gmail.com,+49 1571541076,,48113-11-21 00:00:01,0hpi45rljj0tnbvg3tvz06ugjweou2,
489,Hoffmann,Isabella,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,isabella.hoffmann@outlook.com,+49 1157850613,,48113-11-21 00:00:01,0g5q8n3iig09msamvkkf0w2x1k71im,
490,Krüger,Emma,,contacted,,,,,,,,,,,,,,,,Assistenzarzt,Radiologie,,AA Radiologie,emma.krüger@web.de,+49 1634372523,,48113-11-21 00:00:01,0rzxk0n2ub2fh9xmo1yo20qmsuaiin,
491,Bauer,Isabella,,contacted,,,,,,,,,,,,,,,,Assistenzarzt,Radiologie,,22.07.2024 - TP:  Tel. Ganz DE ok. asap,isabella.bauer@web.de,+49 1005169355,,48113-11-21 00:00:01,0vmimpufw71cewiigss619vsi3iltp,
492,Schmidt,Sophie,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,sophie.schmidt@gmail.com,+49 1041604043,,48113-11-21 00:00:01,209xeyd8jm2hfq1t4zg41n4nx9b685,
493,Wagner,Mila,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,mila.wagner@web.de,+49 1452504538,,48113-11-21 00:00:01,2f036c3sa42d4vxqwuq2104hpu902b,
516,Schulz,Nina,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,nina.schulz@outlook.com,+49 1115128854,,48113-11-21 00:00:01,1dr7id7t5j1u63v76yq62iib7gpzve,
457,Richter,Sarah,Dr.,interested,,,,,,,,,,berlin,,,,,,Facharzt,Radiologie,nur Berlin,nur Berlin,sarah.richter@yahoo.de,+49 1771993103,,48113-11-21 00:00:01,2derrak8ei1guua79lhq0gjlvijb27,
473,Bauer,Klara,Dr.,interested,,,,,,,,,,düsseldorf,,,,,,Facharzt,Radiologie,Düsseldorf und Umgebung,"verdient jetzt 130 für 45h bzw jetzt 120 für 40h

04.04.2025: Tel. Gerne ab jetzt Augen offenhalten. Wichtig ist, dass nur Düsseldorf und Umgebung. Hat Q1 Thorax, Basis Zertifikat Interventionen, Prostata Q2 kommt Ende des Jahres, hat HerzMRT Q1 - Q2 wäre erst nächstes oder übernächstes Jahr möglich. Mindestprogramm will er noch Q2 Prostata fertigmachen. Bekommen PET/CT und will vllt Fachkunde Nuk für Radiologen machen. Dauer ca 2 Jahre. 
Für neue Stelle wäre wichtig, Work-Life Bakance mit Home Office, Herz + Prostata.   

15.03.2023 - TP:
wichtig

weiterbildung - zusatzbezeichnung Nuklearmedizin für radiologen

neuroradiologie auch spanned

etwas neues lernen und bisherige

keine nachtschichten oder von zuhause dann

teaching für andere

klinik oder das gleiche an einem MVZ

großraum düsseldorf bleiben

wohnt in heerdt

hat eine unbefristete stelle als keinen druck

jetzt augen offne halten

gerne ab sommer damit 1 jahr bcg

langfristig neuen arbeitgeber

onkologische bildgebung deswegen auch PET/CT

neuroradiologie spoannend

traumabildgebung

mamma nicht ale einer der schwerpunte

und auch kinderradiologie nicht SP

sono geringe rolle gespelt in der UNI

teamgröße ist egal

gerne teaching für junge assistenten

130k ohne dienste wäre ok

prostata einiges gemacht mit lars schirmbänder

kardio CT hat gemacht aber geringer erfahrung weil kurz vor ende aber da gerne mit einarbeitung im

email und whatsapp termin ausmachen

freitag bester telefontag

maximilan.klingebiel@gmail.com

gerne möchte ich Ihnen im Folgenden, wie versprochen, Herrn Dr. Klingebiel, als jungen und ambitionierten Facharzt für Radiologie, für Ihren Standort am Klinikum Leverkusen vorstellen. Bitte finden Sie seinen Lebenslauf dazu vorab im Anhang. Wie immer an dieser Stelle bitte ich Sie im Folgenden um Diskretion, weil er aktuell noch in einem unbefristeten Arbeitsverhältnis steht.  

Herr Dr. Klingebiel wünscht sich im kommenden Sommer (Zeitpunkt nach Vereinbarung) eine neue berufliche Herausforderung in Vollzeit, wobei er als junger Arzt großes Interesse an einer beruflichen und persönlichen Weiterentwicklung hat. 

Er ist nach seinem Facharzt in die Unternehmensberatung gegangen, um seinen persönlichen und beruflichen Horizont zu erweitern, neue Erfahrungen zu machen und die wirtschaftlichen Kompetenzen, vor dem Hintergrund seines nebenberuflichen Studiums, zu schärfen und anzuwenden. Nach nunmehr einem Jahr und vielen interessanten Projekten im Bereich HealthCare und Gesundheitsmanagement, möchte Herr Dr. Klingebiel zurück in ein klinisches Umfeld, wobei er sich eine Tätigkeit an einem MVZ ohne Dienste, dafür aber weiterhin mit viel Abwechslung, sehr gut vorstellen kann. Hinsichtlich der Vergütung würde Dr. Klingebiel sich über ein Angebot von 120.000€-130.000€ p.a. sehr freuen.  

Als junger Facharzt bring er sichere Fachkenntnisse in der Schnittbilddiagnostik und dem Röntgen mit, wobei er zusätzlich auch Fachkenntnisse bei der Prostatauntersuchung vorweisen kann (Q1 Zertifikat mpMRT Prostatographie). Hier verwies Herr Dr. Klingebiel auf seine Zeit bei Herrn Prof. Schimmöller in der Uroradiologie am UKD. 
Des Weiteren besitzt er auch bereits das Q1 Zertifikat kardiovaskuläre Radiologie, wobei ihm hier noch die praktische Erfahrung fehlt.  
Sonographie, Kinderradiologie und Mammadiagnostik waren in seiner Zeit am UKD nur im Rahmen seiner Facharztweiterbildung präsent. 

Herr Dr. Klingebiel hat in unseren Telefonaten unterstrichen, dass ihm bei der Wahl einer beruflichen Herausforderung die fachliche Weiterentwicklung sehr wichtig ist. Vor diesem Hintergrund hatte er mir nach unserem letzten Telefonat bestätigt, dass Kardio- und Prostata-Bildgebung für ihn sehr spannend klingt und er sich auf das Kennenlernen und den Austausch mit Ihnen freut.",klara.bauer@gmail.com,+49 1247953615,,2025-04-04 23:59:00,19017aq91z1tko3f7lj21pqudbc6jd,Tel.
494,Müller,Julia,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,mit Viktor Kontakt gehabt. Hat nur 5 min bis zu ihrer Arbeit und flexible Arbeitszeiten. War schon bei med360! Gerne Angebote in NRW,julia.müller@gmail.com,+49 1586054457,,48113-11-21 00:00:01,1lsretr16b2ibdda2dud0bapp0shre,
496,Hartmann,Anna,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,gerade neue FA stelle bekommen 10.2020,anna.hartmann@web.de,+49 1690999747,,48113-11-21 00:00:01,0uokd9x4m60eczedacmm2i0c4vdb5m,
497,Neumann,Isabella,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,10/2020 neue Position als OA angefangen,isabella.neumann@web.de,+49 1869652605,,48113-11-21 00:00:01,0zawdtzlk00p4rzvodfb1ri9s5bymb,
498,Schulz,Anna,,interested,,,,,,,,,,,,,,,,Facharzt,Radiologie,"linksrheinisch, kein Med360","Strahleninstitut angefragt - abgelehnt

kein med360 - nur linksrheinisch. s.h. Email.",anna.schulz@web.de,+49 1615972288,,2025-08-28 23:59:00,1gcgmrci150sdy4yhek41hy6cq9rpc,Email
500,Krüger,Clara,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,clara.krüger@outlook.com,+49 1202018945,,48113-11-21 00:00:01,1nk2rcjcgc2247wxv3542gq90y0z21,
501,Krüger,Nina,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,"02.12.2022 - TP:Ja ich habe schon Approbationsurkunde erhalten und den Antrag auf Weiterbildungszeitenanerkennung gestellt. Hoffentlich kann ich innerhalb nächsten 6-12 Monaten die Facharztprüfung beantragen.


01.12.2022 - TP:
Sehr geehrter Herr Putilin,
Ich entschuldige mich für die verspätete Antwort.
Die vorgestellte Vakanz ist für mich interessant, aber ich bin als Facharzt in Deutschland noch nicht anerkannt.
Zur Zeit ich warte auf die Kenntnissprüfung zur Approbation. Nur nach Kenntnissprüfung kann ich meine Facharztanerkennung in Deutschland beschleunigen.
Mit freundlichen Grüßen,
M. Liubchak",nina.krüger@outlook.com,+49 1771945321,,48113-11-21 00:00:01,0z8lqcmv670f018v98zu1spz1zhsw8,
502,Hartmann,Nina,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,nina.hartmann@gmail.com,+49 1877107716,,48113-11-21 00:00:01,2d0gawfh8k0sdnsdwcvo0whh358nbl,
503,Weber,Sarah,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,"10.07.2023 - EB:
""Ich habe aktuell jedoch keinerlei Interesse, da ich selbständig in eigener Praxis mit operativem Schwerpunkt arbeite.
Da ich vollendst ausgelastet bin und mich wirtschaftlich nicht beschweren möchte stehe ich nicht zur Verfügung.
Ihr Klient dürfte, meines Erachtens nach, ja aus dem Umfeld der 360Grad- Kliniken kommen.
In diesem Fall könnte man sich eher über langfristige Konzepte unterhalten, was dann unsere Gemeinschaftspraxis mit einbeziehen sollte.
Ich würde mich freuen von Ihnen zu hören.
Mit freundlichen Grüßen""",sarah.weber@web.de,+49 1283087427,,48113-11-21 00:00:01,0n8rbt6u5s0m4l0zgqbt1fillpkwii,
504,Krüger,Elena,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,arbeitet bei Neo Q Quality in Imaging GmbH,elena.krüger@gmail.com,+49 1096676926,,48113-11-21 00:00:01,0y89l7fyal0wo2jikp060mab4x3l5y,
505,Hoffmann,Laura,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,laura.hoffmann@gmail.com,+49 1901169872,,48113-11-21 00:00:01,0hobowsup51j0wcbrzvx0rgphr72ox,
506,Zimmermann,Lea,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,kein Interesse,lea.zimmermann@gmail.com,+49 1711502093,,48113-11-21 00:00:01,0v706z443m0q53z5yq3e16cmb6pd9r,
507,Schmidt,Lea,Dr.,interested,,,,,,,,,,,,,,,,Facharzt,Radiologie,will CA ab 230k,"14.03.2023 - TP:
Hallo Frau Boss,

Das klingt schon interessant aber das Gehalt ist zu wenig … ich suche etwas ab 230 tsd. Danke",lea.schmidt@yahoo.de,+49 1743900914,,48113-11-21 00:00:01,2i7xqgs8nl2rooxffw880kewye18k0,
508,Schmidt,Elena,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,elena.schmidt@web.de,+49 1218429266,,48113-11-21 00:00:01,1enivu7av60cviwxrjoo2rnu75wcs6,
509,Müller,Sarah,,interested,,,,,,,,,,,,,,,,Facharzt,Radiologie,placed nach Spital Biel über Stephan. Ihm gefällt es leider nicht.,"31.05.2023 - TP:
Name:
Tel. Nr.:
Email:

aktuelle Position:
aktueller Arbeitgeber:

Wunschposition:
Welche Fachbereiche offen:
Wechselmotivation:

aktuelles Gehalt:
Wunschgehalt:

Verfügbarkeit zeitlich: Anfang 2024 01.01.
Verfügbarkeit räumlich: Basel oder nördliche Region

Lebenslauf:
MEBEKO beantragt:
Zeugnisse:

Wo schon selbst beworben:

FA im Oktober

Fokus MSK, Herz Q1 CT und MRT, Prostata Q1Status erfüllt.

ist Allrounder

ungerne Kinderradiologie und Mamma und interventionen

abdominal oderbody immagind oder kardiovaskul#r ildgebung

nein

1,5 Jahre in KSB

Hintergrunddienste ist ok aber keine Vordergrunddianste

will OA Stelle

kleines und großes haus, da ist der dienstfaktor

Baden + Kinderspital Basel

Unispital in Basel

will später sektionsleiter mit spezialisierung

gerne forschund und fortbildunge und lehre bei assistenzärzten

dr in planung

französisch und arabisch

Schweiz",sarah.müller@gmail.com,+49 1691910035,,48113-11-21 00:00:01,2c9pscdjjk0iqj79lnj127t64j0w3h,
510,Meyer,Clara,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,clara.meyer@outlook.com,+49 1574547007,,48113-11-21 00:00:01,1cbxiuaij32fpom9e12c2m0g23c4a7,
513,Hoffmann,Isabella,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,isabella.hoffmann@gmail.com,+49 1638249122,,48113-11-21 00:00:01,2m6tvtqfa026ufyeqwgt16849om6cz,
514,Richter,Lea,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,lea.richter@web.de,+49 1293791437,,48113-11-21 00:00:01,2e1c4iht7h2ennwkxxla09rkqs098v,
515,Fischer,Julia,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,julia.fischer@gmail.com,+49 1085134589,,48113-11-21 00:00:01,1lj9lw0ymm14s5pyq0nl011u5f22ow,
517,Hartmann,Mila,Dr.,interested,,,,,,,,,,,,,,,,Facharzt,Radiologie,,"05.04.2023 - TP:
Guten Tag Frau Boss, 
das Angebot klingt durchaus interessant, passt nur leider (im Hinblick auf die Interventionen) in mein Spektrum. 
Falls Ihr Klient ein anderweitiges Angebot (angestellte Ärztin in besagtem MVZ) bietet oder Sie ein vergleichbares Angebot haben, kommen Sie gerne noch einmal auf mich zu.",mila.hartmann@yahoo.de,+49 1188091470,,2025-08-28 23:59:00,2pifnqgpih1020x665q70nu6ubks92,Email
518,Richter,Mara,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,02/2023 aktuell nein,,mara.richter@web.de,+49 1063574385,,48113-11-21 00:00:01,110opfsorf0pwzv1770p2igpfbvt72,
519,Koch,Clara,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,"05.12.2022 - TP:
keine Rückmeldung per Email

01.12.2022 - TP: Email Leiter Martinus vorgestellt",clara.koch@gmail.com,+49 1272693775,,48113-11-21 00:00:01,0lq5e4hpxy2d91dv82z61hvu19h05y,
520,Klein,Clara,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,clara.klein@yahoo.de,+49 1924352240,,48113-11-21 00:00:01,1j9n73qwww01tq8p9rwc12rgz6mrwy,
521,Wagner,Anna,,contacted,,,,,,,,,,,,,,,,Assistenzarzt,Radiologie,,"10.05.2023 - TP:
Hallo Herr Putilin,
Vielen Dank für die Nachfrage! Ich werde mich demnächst erst nach meinem Facharzt umgucken. Und das wird noch sicherlich ein Jahr dauern.
Viele Grüße,
Ekaterina Maksimova",anna.wagner@web.de,+49 1645087670,,48113-11-21 00:00:01,04ddrbgduo2o9lzim7z20rr1u5gdm5,
522,Wagner,Lisa,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,"05.09.2024 - TP:
RD TH Absage    hatte sich selbst veworben
Radprax Absage   13.06. aktuell kein Bedarf
Radiologie Darmstadt Warten  50% 23.07. will sich im August melden
Conradia Hamburg Absage    Team ist voll
Dr. Hanken Warten   23.07. will sich im August melden

22.07.2024 - TP:


10.06.2024 - TP: Tel. Sehr angenehm
kann ab 01.08./01.09. anfangen je nach Wohnung. Ggf. Hotel pder AirBnb
Hat einen Hund, keine Partner, keine Kinder. Kann man den Hund in die Praxis mitnehmen
Will an die NL Grenze, Rheinland, Frankfurt, HH
aktuell arbeitslos 
Will sich später spezialisieren Herz, Prostata, Mamma PVA, gerne auch interventionell wenn mit Hund und Dienste klappt 
1. Jahr will ambulant kennenlernen und MSK 
genre 5 Tage Vollzeit und dann 4 Tage vollzeit nach 1 Jahr
kein Wismar
130k wäre OK
hat 06/2024 FA gemacht

Hallo Frau Kijan,

ich hoffe, Sie hatten ein schönes Wochenende! Gerne wollte ich mich erkundigen, ob Sie aktuell noch eine junge Fachärztin für Radiologie für Ihr Team suchen? 

Bei Interesse würde ich Ihnen gerne eine Dame vorstellen, die kurzfristig zur Verfügung steht und dieses Jahr ihren Facharzt bestanden hat. 

Sie würde gerne in Vollzeit arbeiten und wünscht sich eine Spezialisierung auf MSK und auf einen weiteren Bereich wie z.B. Herz, Prostata oder Mammographie – gerne dann auch später als PVÄ.  Sie wäre potenziell ab dem 01.08.24 und in Vollzeit verfügbar, wobei Ihre Gehaltsvorstellungen bei 130k p.a. liegen. 

Über eine kurze Rückmeldung würde ich mich sehr freuen. 

Herzlichen Dank im Voraus und viele Grüße nach Hamburg",lisa.wagner@yahoo.de,+49 1929499269,,48113-11-21 00:00:01,13s3byj9dd1rl8215uzd1xryrsldw8,
523,Koch,Elena,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,elena.koch@web.de,+49 1688104183,,48113-11-21 00:00:01,22ixc6yzsd0qzji0juvc0p0ej1xjny,
524,Klein,Clara,,contacted,,,,,,,,,,,,,,,,Assistenzarzt,Radiologie,,,clara.klein@gmail.com,+49 1491014496,,48113-11-21 00:00:01,1ptuy4eb2o0sq7fvslz20uvi0zqvnp,
525,Fischer,Clara,,contacted,,,,,,,,,,,,,,,,Assistenzarzt,Radiologie,braucht noch 3000 MRT und 1500 Mamma bis FA,"18.09.2024 - TP:
Umzug OK
will Diagnostik bleiben MSK etc. kein Mamma",clara.fischer@yahoo.de,+49 1300974822,,48113-11-21 00:00:01,2huc8robhj17p3m2umwm1n690w1cn5,
527,Hoffmann,Mila,Dr.,interested,,,,,,,,,,,,,,,,Facharzt,Radiologie,private Situation: Nur von Zuhause,"11.09.2024 - TP:
vielen Dank für Ihr Angebot, das normalerweise für mich von Interesse wäre. Aufgrund meiner derzeitigen privaten Situation suche ich jedoch eine Tätigkeit, die ich von Zuhause im Home Office mit flexiblen Arbeitszeiten ausüben kann, allerdings ohne teleradiologische Dienste.",mila.hoffmann@yahoo.de,+49 1650050150,,48113-11-21 00:00:01,0745yk4wef1ozl0m87nm26ri43tiwq,
529,Müller,Maria,Dr.,interested,,,,,,,,,,,,,,,,Facharzt,Radiologie,Rheinland - interventionelle Radiologie - Leitung - 200k+,"15.03.2023 - TP:
Arbeitszeiten und Besetzung des MRT

Familienzeit

AT-

200k + Bonus

Stroke Unit etablieren oder Neuroradiologie

minimalinversiv

Shunt zentrun

Gefäßchirurgie

Klinisches Denken

Tumorgeschichten metastasen mikrochirurgie

schmerztherapie PRT

so wird sich die radiologie entwickeln und oartner mit der Klinik mit zukunft vision

spezialisierung wird überlegen

regelhaft bis 20 Uhr arbeiten geht nicht , nicht immer Spätdienste

in die Zukunft gerichtet

Auflösungsvertrag

arbeitszeitmodell geräte taktung und

03.03.2023 - TP:
vielen Dank für Ihr interessantes Stellenangebot.
Ich bin in der Tat interessiert und würde mich über nähere Informationen, gerne auch telefonisch sehr freuen.",maria.müller@web.de,+49 1663461144,,48113-11-21 00:00:01,1xii7m0hvd2jyxn9na391e8xi4too3,
530,Hoffmann,Sophie,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,Sektionsleiter interventionelle Radiologie,sophie.hoffmann@web.de,+49 1157046812,,48113-11-21 00:00:01,26v0yovlgx0rgygvd9t30zsfslbgjg,
531,Hartmann,Emma,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,emma.hartmann@yahoo.de,+49 1596204309,,48113-11-21 00:00:01,011og8ywl31j0awz2hf00r17mgrtnw,
532,Fischer,Paula,,contacted,,,,,,,,,,,,,,,,Assistenzarzt,Radiologie,,,paula.fischer@yahoo.de,+49 1322441142,,48113-11-21 00:00:01,20rhjt9p5i25oleyhnf72jt8p0nouo,
533,Wagner,Paula,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,paula.wagner@outlook.com,+49 1403880896,,48113-11-21 00:00:01,2fyo4kb2fd13h2eyjtl217yyfr79xe,
534,Meyer,Elena,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,fängt am 07/2022 neue Stelle in Köln an,elena.meyer@gmail.com,+49 1713132070,,48113-11-21 00:00:01,1xp5tjwnbt1kkznphyya1nhpwom1em,
536,Neumann,Mila,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,mila.neumann@outlook.com,+49 1701570362,,48113-11-21 00:00:01,0t8sp7swol0zbucx8jyg0w62ufp0a7,
537,Fischer,Lisa,,contacted,,,,,,,,,,,,,,,,Assistenzarzt,Radiologie,,,lisa.fischer@yahoo.de,+49 1666569976,,48113-11-21 00:00:01,1oucsfwtp625ljmtttc30andle9kpp,
539,Schneider,Mara,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,aktuell 06/2021 kein Interesse,mara.schneider@outlook.com,+49 1255450276,,48113-11-21 00:00:01,22yim6y30s15nqa9a0211dplsvq8ad,
540,Richter,Paula,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,paula.richter@yahoo.de,+49 1057279122,,48113-11-21 00:00:01,0tcmk2ep1e2hla4jhq1n0tnvqqygqx,
542,Weber,Klara,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,Mammographie,,klara.weber@yahoo.de,+49 1748743184,,48113-11-21 00:00:01,1i6afm4tap0mfrlkclpm0h2q16pvfp,
546,Richter,Lisa,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,lisa.richter@web.de,+49 1250013725,,48113-11-21 00:00:01,04ooo2t22w0cuaomj8ll0hlgshg7zm,
547,Wolf,Julia,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,julia.wolf@outlook.com,+49 1334523386,,48113-11-21 00:00:01,2cgkahvjxv21sfll7bmr0i8xed0j9o,
548,Fischer,Mara,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,ist bereits 63 Jahre alt und ist aktuell 07/2022 nicht an einer neuen Anstellung interessiert,mara.fischer@yahoo.de,+49 1713169216,,48113-11-21 00:00:01,1rh1z2mvpb04j0s0k1gl1hr8hebyn5,
549,Richter,Mila,,contacted,,,,,,,,,,,,,,,,Assistenzarzt,Radiologie,,,mila.richter@yahoo.de,+49 1823182733,,48113-11-21 00:00:01,2h3m1qaowa1noledbu3n1ie080ba8e,
550,Weber,Isabella,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,isabella.weber@web.de,+49 1975743021,,48113-11-21 00:00:01,1hcpbmork32ozfd866kk03i6t8p2dw,
551,Fischer,Lea,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,08/2022 an Ingolstadt gebunden und aktuell kein Interese,lea.fischer@gmail.com,+49 1050370910,,48113-11-21 00:00:01,0m11z2l7dj2nhxo3q1ai074jalklu6,
552,Richter,Julia,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,julia.richter@gmail.com,+49 1407570554,,48113-11-21 00:00:01,1n4cl4we3y0qjzskegox25snn2elob,
553,Neumann,Alina,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,alina.neumann@gmail.com,+49 1251041902,,48113-11-21 00:00:01,2lxwki48oz144lww56fi19p5gok8lc,
555,Zimmermann,Mila,Dr.,interested,,,,,,,,,,,,,,,,Facharzt,Radiologie,Rhein-Main-Gebiet (Frankfurt),"nur Rhein-Main-Gebiet (Frankfurt) - SP MRT , kein Mammo",mila.zimmermann@gmail.com,+49 1606385649,,48113-11-21 00:00:01,1l4reh8y0c2ltiaa7y6z1agjf1sm6u,
556,Neumann,Paula,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,paula.neumann@web.de,+49 1812124232,,48113-11-21 00:00:01,0spyprpamh2mcewyo74q2nqr3vss2r,
557,Hartmann,Maria,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,Freelancer und Unternehmensberater,Freelancer,maria.hartmann@web.de,+49 1679426843,,48113-11-21 00:00:01,25z9221cy11b2c1lffh60yy8her7io,
