id,last_name,first_name,description,status,status_expired_set,current_status_interview,datenquelle,arbeitsort,wohnort,wunscharbeitsort,available,regionale_verfuegbarkeit,position_now,next_career_step,qualification,department,short_note,long_note,e_mail,tel,linkedin,minicrm_id,how_where_contacted,last_contact,gehaltswunsch,skills,cv_pdf,export_timestamp,export_date
763,Schmidt,Mila,PD Dr.,interested,,,,,,DE,ganz Deutschland,,Oberarzt,"Chefarzt, Gesellschafter",Facharzt,Radiologie,will CA / Standortleitung- Diagn. Rad. ganz DE,"Tel. am 24.03.2025
enver_tahir@yahoo.de
01522 2816492

Fliegen vor Sommerferien.
6 Monate Kündigungsfrist 
gerne Wien

Sehr freundliches Gespräch. War viele Jahre OA und am Ende Ltd. OA in Uniklinik Hamburg Eppendorf. Musste sehr viel Arbeiten aber hat dafür alle Qualifikationen und Habilitation mitgenommen: 
„Ich bin Facharzt seit 2018 (Studium im Berlin bis 2012), drei Jahre lang OA an der Uniklinik Hamburg-Eppendorf und jetzt seit einem Jahr ambulant in der radiologischen Praxis tätig. Mein Schwerpunkt ist die Schnittbildgebung (CT/MRT). Zertifiziert bin ich für MR-Prostatographie (Q2), MR/CT-Herz (beides Q3) und Lungenkrebs-Screening (Q2).“
Hätte für den Prof. noch 4 Jahre so weiterarbeiten müssen. Wollte das nicht und ist deswegen in eine Praxis gegangen als Angestellter. 
Will entweder als Partner in eine Praxis oder als CA aber nur für Diagnostische Radiologie. 
Gerne in ganz DE, wenn das Angebot stimmt. War im Studium auch im Osten: Berlin, Brandenburg, Leipzig, Dresden. Umzug ist OK. 
Gerne Erstkontakt immer per Email.",mila.schmidt@web.de,+49 1805663090,,2f8gne49d70hu3kz1mua2jvpve17mo,Tel.,,135000,,,2026-02-04 23:43:39,2026-02-04
3,Richter,Alina,,contacted,,,,,,,,,,,Facharzt,Orthopädie & UCH,,,alina.richter@gmail.com,+49 1126050705,,0kwzhs38fj1j6rayv4rn2iqwq47rff,,,96500,,,2026-02-04 23:43:39,2026-02-04
766,Müller,Johanna,Dr.,contacted,,,,,,"bonn, nordrhein-westfalen",NRW,,Facharzt,"Facharzt, Standortleiter",Facharzt,Radiologie,Bonn und Umgebung,"Geht zu LifeLink nach Koblenz

Strahleninstitut angeboten - nein, haben ihn in Prüm lange hingehalten. in 1 Jahr geht dort die Leitung. 

Wohnort Bonn : 30 Minuten Fahrzeit 
Diagnostisch. Kann MSK, ganzkörper Voruntersuchung, onkologisch. Kann gerne Neuro + Kinder lernen. 
Kein mamma, herz, prostata
Wegen Düren schon mit Headhunter im Gespräch aber zu weit. 
will 162k
gernre HomeOffice
arbeitet jetzt bei GFO
KF ist 2 Wochen, ist in Probezeit
kann zum 01.07.25 anfangen.",johanna.müller@web.de,+49 1761595444,,1d3c5chvsv0l7sgpm3180xryqi8cmg,Email,,102500,,,2026-02-04 23:43:39,2026-02-04
768,Schneider,Julia,Dr.,contacted,,,,,,DE,ganz Deutschland,,Facharzt,"Oberarzt, Ltd. OA, Standortleiter, Gesellschafter",Facharzt,Radiologie,"ganz DE, TZ 32h","hat eine neue Stelle 05/2025

ist in ganz DE offen.
will TZ 32h und 150k
180k bei Vollzeit
muss nicht Leitung. 
ab 01.08.25
Herz/Prostata kann gerne muss aber nicht sein
Prio ist TZ und Geld",julia.schneider@gmail.com,+49 1896013217,,0al1hqk0cf0zl2c3xcse2ng0syzmi8,Tel.,,103500,,,2026-02-04 23:43:39,2026-02-04
769,Hoffmann,Maria,,interested,,,,,,DE,ganz Deutschland,,Assistenzarzt,Assistenzarzt,Assistenzarzt,Radiologie,AA mit Berufserlaubnis,,maria.hoffmann@outlook.com,+49 1739062392,,1yio1bc7tq08fe7csbes231omnn84q,LinkedIn,,66000,,,2026-02-04 23:43:39,2026-02-04
1068,Koch,Clara,Dr.,contacted,,,,,,,,,,,Facharzt,Orthopädie & UCH,,SP Wirbelsäulenchirurgie,clara.koch@yahoo.de,+49 1591886827,,0chzcaq9mi16mah76bh02eqetvf0xm,,,87500,,,2026-02-04 23:43:39,2026-02-04
1069,Schwarz,Lea,Dr.,contacted,,,,,,,,,,,Facharzt,Orthopädie & UCH,,war zuletzt CA,lea.schwarz@yahoo.de,+49 1155252159,,1domf4n5u615rfdh4ewr2ds8dhc2dr,,,100000,,,2026-02-04 23:43:39,2026-02-04
772,Krüger,Isabella,Dr.,contacted,,,,,,hamburg,,,Oberarzt,"Ltd. OA, Chefarzt, Standortleiter",Facharzt,Radiologie,Hamburg,,isabella.krüger@web.de,+49 1730942871,,0jp1ejir1j0p399069oi1xagl3dxs5,LinkedIn,,139000,,,2026-02-04 23:43:39,2026-02-04
25,Hoffmann,Sophie,Dr.,interested,,,,,,nordrhein-westfalen,NRW,,Ltd. OA,"Ltd. OA, Chefarzt, Standortleiter",Facharzt,Orthopädie & UCH,,"24.10.2022 - evgeny:
Sucht eine Praxis zur Übernahme, aber ist einer Praxisstelle auch offen gegenüber, wenn man Ihm an die 180k€ im Jahr bietet.

Fähigkeiten 
-Spezielle UCH
-D-Arzt
-Endoprothetik
-Schwerpunkt UCH",sophie.hoffmann@yahoo.de,+49 1691045237,,0up2n00kqc0n6n7sdm6r2h5jaudln8,,,93500,,,2026-02-04 23:43:39,2026-02-04
26,Meyer,Laura,Dr.,contacted,,,,,,bayern,Bayern,,Oberarzt,"Ltd. OA, Standortleiter",Facharzt,Orthopädie & UCH,,,laura.meyer@web.de,+49 1390718559,,06djwhc5mx2bcx9xzq0l0w1wvgwdr7,,,131500,,,2026-02-04 23:43:39,2026-02-04
27,Wagner,Anna,,contacted,,,,,,nordrhein-westfalen,NRW,,Oberarzt,"Ltd. OA, Chefarzt, Standortleiter",Facharzt,Orthopädie & UCH,"Fähigkeiten 
• D-Arzt
• EPZ- Koordinator und Hauptoperateur 
• Zusatzbezeichnung Spezielle Unfallchirurgie 
• Zusatzbezeichnung Sportmedizin
• Zusatzbezeichnung Manuell Medizin Zusatzbezeichnung Notfallmedizin Zertifiziert Knie Chirurg -DKG
• ATLS-Proveder
• Endoprothetik 
(Knie, Hüfte, Schultern)","24.10.2022 - evgeny:

Hat nach der Vorstellung nicht mehr geantwortet. Hat mehrere Male wegen unerklärlichen Gründen abgesagt. Unzuverlässiger Kandidat.
___________________________________________________
Position 
Oberarzt für Orthopädie und Unfallchirurgie, EPZ- Koordinator und Hauptoperateur

Wohnort Menden

Verfügbarkeit Kündigungsfrist ist 3 Monate 

Gehaltswunsch Ab 155.000 € /Jahr

Wunschstandort Rheinland

Motivation 
Dr. Zytoun wohnt ca. 100 km von seiner Arbeit entfernt und er ist aktiv auf der Suche nach neuen Karrieremöglichkeiten. Er hat diverse Zusatzbezeichnungen bereits erworben und ist nicht mehr auf größere Kliniken angewiesen. Dr. Zytoun hat sich bereits entschlossen von der Klinik in eine Praxisumgebung zu wechseln und führt aktuell aktiv Gespräche.

Fähigkeiten 
• D-Arzt
• EPZ- Koordinator und Hauptoperateur 
• Zusatzbezeichnung Spezielle Unfallchirurgie 
• Zusatzbezeichnung Sportmedizin
• Zusatzbezeichnung Manuell Medizin Zusatzbezeichnung Notfallmedizin Zertifiziert Knie Chirurg -DKG
• ATLS-Proveder
• Endoprothetik 
(Knie, Hüfte, Schultern)

Zusammenfassung
Dr. Zytoun arbeitet zu Zeit als EPZ- Koordinator und Hauptoperateur in Sankt-Vinzenz Hospital in Rheda-Wiedenbrück. Er ist unteranderem auch als D-Arzt tätig. Durch seine Erfahrung und diversen Weiterbildungen sieht sich Dr. Zytoun künftig in einer orthopädischen Praxis und nicht mehr in einer Klinikumgebung. Er würde gerne einen geregelten Arbeitsalltag haben wollen, ohne Dienste und Schichten absolvieren zu müssen. Dr. Zytoun möchte aber auf keinen Fall rein konservativ tätig werden, sondern es ist für Ihn sehr wichtig auch operativ tätig zu sein. Ein Hauseigenes OP-Zentrum und unteranderem die Möglichkeit zur Nutzung von Fachklinik für stationäre Eingriffe, haben ein großes Interesse bei Ihm geweckt.
Dr. Zytoun würde sich gerne vorstellen und mehr über gegeben Möglichkeiten bei MED360 erfahren wollen. Dr. Zytoun steht ab sofort für individuelle Gespräche zu Verfügung.",anna.wagner@gmail.com,+49 1637060855,,0vz4c5037h0dx6a2hcmh2qhjw72ws0,,,118500,,,2026-02-04 23:43:39,2026-02-04
29,Müller,Paula,Prof. Dr. Dr.,interested,,,,,,"AT, CH, DE","ganz Deutschland, Österreich, Schweiz",,Chefarzt,Chefarzt,Facharzt,Orthopädie & UCH,CA Orthopädie und UCH,"eine der größten Kliniken. Haben 8 OPs 
Doppelseitige Endoprothetik und Minimalinvasive Endoprothetik. Vorstandsmitglied und International bekannt. Spezielle orthopädische Chirurgie also alles von Kopf bis Fuß.
Offen für Große Kliniken und Städte wie Zürich, München und co. 
Verdient jetzt mehr als 300k.",paula.müller@gmail.com,+49 1828195638,,0wma8qhd8b0lidpdj6e2197obu8hxg,Tel.,,213500,,,2026-02-04 23:43:39,2026-02-04
36,Schwarz,Emma,Dr.,interested,,,,,,münchen,,,,,Doppelfacharzt,"Radiologie, Strahlentherapie",DoppelFA (AA) Strahlen & Radiologie - München,"07.01.2025 - TP:
Freund hat eine Stelle in München bekommen, deswegen kommt Rosenheim nicht infrage. 

15.10.2024 - TP: Wohnt in München. Will DoppelFA machen Strahlen und Radiologie. Braucht noch jeweils 1,5 Jahre. Freund ist AA für Mund & Kiefer GesichtsChirurgie.
will keine Dienste 
hat einen normalen Vertrag mit Kündigungsfrist.",emma.schwarz@yahoo.de,+49 1695935191,,25pkh56o6d26lkadnpxh08zwjk9png,,,140500,,,2026-02-04 23:43:39,2026-02-04
791,Hartmann,Julia,,contacted,,,,,,duisburg,,,Oberarzt,"Oberarzt, Ltd. OA, Standortleiter",Facharzt,Radiologie,Duisburg,Duisburg,julia.hartmann@gmail.com,+49 1352855087,,2cmt6ryrdt0kimjikq8n0wlhqbice7,LinkedIn,,124500,,,2026-02-04 23:43:39,2026-02-04
795,Hartmann,Paula,Dr.,interested,,,,,,"köln, nordrhein-westfalen",NRW,,Oberarzt,"Oberarzt, Standortleiter",Facharzt,Radiologie,Köln und Umgebung,"Tel. Engelskirchen ist zu weit. Gerne in Kontakt bleiben

62 Jahre alt seit 20 Jahren als OA 
will Keine Dienste mehr
Muss nicht leitend sein
OA Gehalt jetzt  140-150 inkl. Dienste 
Schnittbilddiagnostik seit 20 Jahren 
Auch Angios auch Rö und Sono
War 2 Jahre in Praxis 
Keine Mamma 
Kein Gyn
Kein Herz und kein Prostata
nur KH Spektrum",paula.hartmann@yahoo.de,+49 1094121585,,0zzjzkoepc25drfgw4ni26w10to6qd,Tel.,,126000,,,2026-02-04 23:43:39,2026-02-04
796,Müller,Laura,Dr.,contacted,,,,,,lübeck,,,Facharzt,"Oberarzt, Standortleiter",Facharzt,Radiologie,ist FA bei Uni Lübeck,Lin,laura.müller@outlook.com,+49 1076177677,,1txju2fzr40njuy4f8rj2ascmhdsuw,LinkedIn,,109500,,,2026-02-04 23:43:39,2026-02-04
798,Wolf,Nina,,interested,,bei Segali vorgestellt,,,,"CH, DE","ganz Deutschland, Schweiz",,Facharzt,"Facharzt, Oberarzt, Standortleiter, Gesellschafter",Facharzt,Radiologie,offen für alles,"Bei Segali vorgestellt und RoMed vorgeestellt.
Segali kennt ihm von einem anderen Dienstleister. Bei Mergen hatte er sich selbst beworben. 

bader hat ihn abgelehnt weil wenig erfahrung. 

Kein prostata und kein Herz
MSK sehr gut 
Will sich langristig niederlassen
Leben in Braunschweig
Asap am September
Erst selbst und danach die Familie
Kennt siemens MRT und Phillips 
Alles kann 
Kontakt per Email vorab",nina.wolf@outlook.com,+49 1335742868,,0i3bg22x7v0qf03fypvk26q6hy4fkn,Email,,91000,,,2026-02-04 23:43:39,2026-02-04
799,Weber,Maria,,interested,,,,,,"CH, düsseldorf, köln, nordrhein-westfalen","Schweiz, NRW",,Facharzt,"Facharzt, Standortleiter, Gesellschafter",Facharzt,Radiologie,Düsseldorf und Köln und CH,"Strahleninstitut vorgestellt - abgelehnt

Tel. Sehr angenehm. Ist alleinerziehende Mutter von sehr begabtem Kind.
will in nach Köln weil man dem Kind da eine bessere Förderung bieten kann. Arbeitet beim Grönemeyer institut. Kennt Segali. Kann alles MSK, Neuro, Herz CT Q2
Gerne auch Mamma und Prostata nach einarbeitung. 
TZ 30 Std pro Woche
Ab 165k+ interessant auf Vollzeit gerechnet
Kann machen MSK und will Leidenschaft Neuroradiologisch Diagnostik 
Umzug OK  auch Richtung Köln gerne
CH auch OK
Könnte auch gerne Mamma machen
Kann auch alles andere Diagnostisch
Kardio-CT viel gemacht macht Q1 Oktober aber vor Schwangeschaft viel, theoretisch Q2 Ende des Jahres
Prostata ganz wenig Erfahrung vllt 20-25 Befunde",maria.weber@gmail.com,+49 1153406599,,2f4sqo3d061vvxa54u481kijpsczmz,Email,,161000,,,2026-02-04 23:43:39,2026-02-04
30,Wagner,Sophie,Dr.,interested,,,,,,,,,,,Doppelfacharzt,"Radiologie, Nuklearmedizin, Strahlentherapie",,Trippelfacharzt - Chefarzt - Gerne Süddeutschland aber auch überall,sophie.wagner@yahoo.de,+49 1890724965,,2aoxj5bpb80l0ul5daqv00qzk17vzq,,,98000,,,2026-02-04 23:43:39,2026-02-04
38,Koch,Alina,Dr.,interested,,,,,,"DE, baden-württemberg, heidelberg","ganz Deutschland, Baden-Württemberg",,Oberarzt,"Ltd. OA, Chefarzt, Standortleiter, Gesellschafter","Facharzt, Doppelfacharzt","Radiologie, Strahlentherapie",Heidelberg oder nur bei Teilhaberschaft,"sH LinkedIN: 17.01.2025: 
Mir ist die Fachrichtung bei einer Beteiligung nicht so wichtig, es geht mir primär darum dass man auch eine Perspektive und Motivation hat seinen Bereich weiterzuentwickeln und an dem Erfolg der Praxis partizipieren zu können. Aktuell haben wir halt noch zusätzlich die erschwerende Situation, dass eine neue Abrechnungsordnung kommen wird, die die Gerätemedizin um bis zu 30% finanziell schlechter stellen wird. Das macht eine Entscheidung sich niederzulassen oder dort anstellen zu lassen leider nicht gerade einfacher.",alina.koch@outlook.com,+49 1035743304,,0iiq1df6bp0iw9nkrzru1p1weh5lc0,LinkedIn,,160000,,,2026-02-04 23:43:39,2026-02-04
67,Hartmann,Clara,Dr.,contacted,,,,,,,,,,,Facharzt,Strahlentherapie,,"04.04.2024 - TP:
Herr Moll war von Ihrem Gespräch und Ihren Ausführungen begeistert! Besonders beeindruck haben ihn Ihre Organisations- und Prozessstrukturierung, sowie der Grad an Digitalisierung und die vorhandenen Modalitäten. Gleichzeitig hat ihn Ihre strategische Ausrichtung für die Zukunft absolut überzeugt. Auch er kann sich eine Mitarbeit in Ihrem Team sehr gut vorstellen und will zum Ende der Woche nur noch mit seiner Freundin alles final abstimmen, um sich anschließend bei Ihnen direkt zu melden. 
Herr Moll hat mich weiterhin gebeten Ihnen mitzuteilen, dass er zu Beginn noch viel über eine Weiterbildung in der Radiologie gesprochen hat. Dies hat jedoch vor dem Hintergrund der Möglichkeiten in Ihrem Team absolut keine Priorität! Viel spannender findet er die Weiterentwicklungsmöglichkeiten in der Strahlentherapie, sodass ich mir während unseres Gesprächs noch ein paar Fragen von ihm notiert habe: 

1. Herr Moll hat erwähnt, dass Sie einen FA-Kollegen aus der Urologie zum Strahlentherapeuten ausgebildet haben. Vor dem Hintergrund seiner wissenschaftlichen Arbeit im Bereich der Prostata wäre eine Zusammenarbeit mit diesem Kollegen für ihr unglaublich interessant. Würde diese Möglichkeit auch von Ihrer Seite bestehen bzw. unterstützt werden? 
2. Herr Moll möchte sich gerne aktiv und fortlaufend weiterbilden, um sich fachlich und persönlich weiterzuentwickeln. Vor diesem Hintergrund hatte er mich gefragt, ob und wie viele Tage man im Jahr für Weiterbildungen zur Verfügung hat und ob/wie diese bezahlt werden? 
3. Gleichzeitig wäre ihm wichtig, dass er versteht, wie man sich in Ihrem Team für Aufgaben mit mehr Verantwortung empfiehlt bzw. welche Faktoren bei der beruflichen Entwicklung (für Leitungsfunktionen) wichtig sind und was dafür von ihm erwartet wird. 
4. Herr Moll hat aktuell eine Kündigungsfrist von 3 Monaten. Gleichzeit besteht für ihn auch die Motivation, den Arbeitgeber um eine frühzeitige Auflösung zu bitten, sodass er falls auch von Ihnen gewünscht, vielleicht auch kurzfristig anfangen könnte.
5. Schließlich hat Herr Moll mir erklärt, dass man als Strahlentherapeut neben der FA Urkunde auch die Fachkunde, sowie die Sachkunde nachweisen (bescheinigt bekommen) muss. Die FA und die Fachkunde hat er bereits. Leider muss er auf die Anerkennung seiner Sachkunde aus Wien bei der Ärztekammer in BW noch warten. Falls die Kammer unerwartet Probleme macht und seine Erfahrung aus Wien nicht anerkennt, bestünde dann die Möglichkeit die Sachkunde in Rosenheim bzw. in Bayern anzuerkennen? Ich hoffe, ich konnte diesen Punkt korrekt wiedergeben und bitte um Entschuldigung, falls ich den Sachverhalt hier nicht genau erklären konnte. 


20.03.2024 - TP:
WB in Radiologie wäre schön aber kein Muss
Familie in Stuttgart, Freundin in Wien
3M Kündigungsfrist
gerne flexibel arbeiten 3*13 oder 4*10 Std. 
Will Bilder verstehen, deswegen Radiologie
mittelfristig Leitung interessant
Bei Mergen vorgestellt",clara.hartmann@yahoo.de,+49 1118398727,,1gg18bszau1qtwxpdry12149z906rm,,,90500,,,2026-02-04 23:43:39,2026-02-04
68,Klein,Anna,,contacted,,,,,,,,,,,Facharzt,Strahlentherapie,,,anna.klein@outlook.com,+49 1534671494,,1gcjynl0kg2kvblvbidv0kxf6tzvuo,,,105000,,,2026-02-04 23:43:39,2026-02-04
69,Hoffmann,Johanna,Dr.,contacted,,,,,,,,,,,Facharzt,Strahlentherapie,,,johanna.hoffmann@yahoo.de,+49 1301845751,,0dj9lv49j80mjr2j3qjb0vyuwqho0f,,,105000,,,2026-02-04 23:43:39,2026-02-04
808,Klein,Isabella,Dr.,in Interview,,vorgestellt bei Mergen,,,,"AT, CH, DE","ganz Deutschland, Österreich, Schweiz",,Chefarzt,"Facharzt, Standortleiter, Gesellschafter",Facharzt,Radiologie,für alles offen,"kann auch zum 01.01.2026 oder nV.
aktuell noch Inhaber https://radiologie-dresden-gorbitz.de/ will aber Anteile verkaufen. RoMed angeboten. 
Ist seit 15 Jahren in der Niederlassung
Ist auch Neuroradiologe 
Macht auch viel MSK und Neuro auch Prostata
Weniger Mamma-MR (hat sich rausgehalten) obwohl er Mamma grundsätzlich macht
Auch keine Herz-Diagnostik 
In Wolkenstein in Südtirol in Fortbildung für MSK
Schmerztherapie einer der SP
dazu Klinik in Prien erwähnt. Will es sich mit seiner Frau überlegen
Frau ist Musikerin, Wien wäre perfekt aber schon vertrag unterschrieben. 
60-80 Stunden",isabella.klein@outlook.com,+49 1773850035,,1pk21h4p8o1dmk61zq310ihg5i0vqy,Tel.,,200500,,,2026-02-04 23:43:39,2026-02-04
864,Hoffmann,Mila,,contacted,,,,,,,,,,,Facharzt,Innere Medizin,,,mila.hoffmann@outlook.com,+49 1569451420,,1dl9x7og042dptpxn4yj2a43v9kxyk,,,99500,,,2026-02-04 23:43:39,2026-02-04
810,Klein,Elena,,interested,,,,,,"düsseldorf, nordrhein-westfalen",NRW,,,,MTRA,Radiologie,Düsseldorf und Umgebung,"Bei FNK Düsseldorf abgelehnt weil sie keine Dienste machen will.

Frau Atashafroozneh wünscht sich eine neue berufliche Herausforderung in Düsseldorf, ab dem 01.01.2026 in Teilzeit – 32h/Woche, wobei sie gerne aus familiären Gründen einen ganzen Tag pro Woche frei hätte. Sie bringt fundierte Erfahrung im gesamten diagnostischen Spektrum inkl. MRT, CT, Röntgen und Digitale Mammographie mit, wobei sie viel Wert auf eine kollegiale und patientenorientierte Umgebung legt. 

Ihr Wunschgehalt auf eine Vollzeitstelle gerechnet sind 4600€.",elena.klein@web.de,+49 1329195483,,0f8bi9ckib1r1xcnu4cp1558tept7t,Tel.,,97500,,,2026-02-04 23:43:39,2026-02-04
97,Wolf,Anna,,Hot / is searching,,warte auf Rückmeldung,,,,,,,,,"Facharzt, Doppelfacharzt","Radiologie, Nuklearmedizin",FA Nuk WB Rad,"01.07.2024 - TP: Tel. 
in Ulm studiert
macht bis Ende 2024 FA in Nuk
dann nur noch 2 Jahre für FA in Radiologie
will ab 01.01.25 AA in Radiologie um DoppelFA zu machen.",anna.wolf@web.de,+49 1840058443,,2eeol3kg5z0hx8n2jpf42lefsq2s8a,Email,,110000,,,2026-02-04 23:43:39,2026-02-04
92,Bauer,Mila,,interested,,vorgestellt bei Mergen,,,,DE,ganz Deutschland,,Assistenzarzt,Assistenzarzt,Assistenzarzt,Strahlentherapie,AÄ Strahlentherapie,"Mergen abgelehnt

AÄ Strahlentherapie aus der Türkei. Bei Mergen vorgestellt.",mila.bauer@outlook.com,+49 1707318337,,25nf5973ye08c5umo0hp2cf4hsluxw,Email,,75000,,,2026-02-04 23:43:39,2026-02-04
869,Müller,Johanna,Dr.,contacted,,,,,,,,,,,Facharzt,Innere Medizin,,"27.10.2022 - vmartynenko: Will aus familiären Gründen nach München umziehen. MAcht Weiterbildung in der Gastro. noch 2 Jahre übrig. im Letzten Jahr hat er ca. 1200 Endoskopien gemacht.

Bewirbt sich aktiv selbst. Schon 20 Bewerbungen in München verschickt. Will Patientenkontakt und weniger Station machen.",johanna.müller@web.de,+49 1293966112,,1kltpex2di0x0zic5yau2m7mqxm8aw,,,84000,,,2026-02-04 23:43:39,2026-02-04
870,Bauer,Lea,Dr.,interested,,,,,,,,,,,Facharzt,Innere Medizin,,"23.05.2023 - vmartynenko: Stelle in Osterholz abgesagt. Hat keine Lust auf Pendeln.


30.03.2023 - vmartynenko:
kaltakquise- Stellen in der Nähe von bremen grundsätzlich interessant. per email alles abgeschickt. warte auf Feedback",lea.bauer@gmail.com,+49 1283951869,,0u3dy9bsnp0x74eeg2pv2j6ifn14zr,,,97000,,,2026-02-04 23:43:39,2026-02-04
872,Schneider,Lena,,interested,,,,,,,,,,,Assistenzarzt,Innere Medizin,,will 120k inklusive Dienste,lena.schneider@gmail.com,+49 1507370534,,0o55u728zb1m3a5ngmcy0sge9ix51u,,,68500,,,2026-02-04 23:43:39,2026-02-04
107,Klein,Sophie,,contacted,,,,,,,,,,,"Facharzt, Doppelfacharzt","Radiologie, Nuklearmedizin",hat neuen job seit 04/2025,"FA Radiologie, AA Nuk. 
Ich habe einen neuen Job und arbeite jetzt als Fachärztin für Radiologie bei Überörtliche Radiologische MVZ GbR.",sophie.klein@outlook.com,+49 1209806809,,1jutmifo4v01g1s4egsd1d52i5d64w,,,94000,,,2026-02-04 23:43:39,2026-02-04
109,Richter,Klara,Dr.,contacted,,,,,,,,,,,"Facharzt, Doppelfacharzt","Radiologie, Nuklearmedizin",,Gesellschafter in Aachen,klara.richter@outlook.com,+49 1314835976,,2288utzif30h6ia79iy22f72ypnbv9,,,105500,,,2026-02-04 23:43:39,2026-02-04
887,Schneider,Mara,,interested,,,,,,,,,,,"Facharzt, sonstige",Innere Medizin,,"12.12.2022 - EB:

Position
Fachärztin für Physikalische und Rehabilitative Medizin

Wohnort
Potsdam

Verfügbarkeit
Ab sofort verfügbar

Gehaltswunsch
100.000 € /Jahr

Wunschstandort
München und Umgebung

Motivation
Dr. Köhler ist zu Zeit auf der Suche nach einer neuen Herausforderung in Münchner Raum. Ihr Mann arbeitet in München und pendelt immer zwischen Süd und Nord. Deswegen hat sich Frau Köhler entschieden mit Ihrer Familie komplett nach München zu ziehen.

Zusammenfassung
Dr. Köhler arbeitete zuletzt als Fachärztin für Physikalische und Rehabilitative Medizin in einer großen Rehaklinik.
Sie ist vor einiger Zeit Mutter geworden und hat seitdem Ihre Zeit in das Kind investiert. Aktuell sucht Frau Köhler eine neue Herausforderung im Raum München.
Ihr Mann arbeitet in München und pendelt immer zwischen Süd und Nord. Deswegen hat sich Frau Köhler entschieden, mit Ihrer Familie komplett nach München zu ziehen und Ihr Angebot hat ihr Interesse geweckt. Als junge Mutter, würde sie gerne einen Arbeitsplatz finden, mit geregelten Arbeitszeiten und ohne Nacht-& Wochenenddienste.
Für erste Gespräche steht Frau Köhler gerne zur Verfügung.",mara.schneider@gmail.com,+49 1759866312,,2b9zi3pmdn0sg7w68x8l1i442a8dg7,,,85000,,,2026-02-04 23:43:39,2026-02-04
889,Müller,Laura,,interested,,,,,,,,,,,Facharzt,Innere Medizin,,,laura.müller@outlook.com,+49 1563791034,,1yhepk9tce2hterhktf12drrg72pfd,,,92000,,,2026-02-04 23:43:39,2026-02-04
890,Schwarz,Lea,,contacted,,,,,,,,,,,Facharzt,Innere Medizin,,,lea.schwarz@yahoo.de,+49 1636132436,,03upg29nn90umeuqn6ja1p4tr0rm61,,,80000,,,2026-02-04 23:43:39,2026-02-04
891,Klein,Maria,Dr.,contacted,,,,,,,,,,,Facharzt,Innere Medizin,,aktuell 07/2021 kein Interesse,maria.klein@web.de,+49 1909371406,,0b05of741w26s3yyftk222uq1l9j5r,,,87500,,,2026-02-04 23:43:39,2026-02-04
892,Fischer,Nina,Dr.,contacted,,,,,,,,,,,Facharzt,Innere Medizin,,,nina.fischer@gmail.com,+49 1209582010,,16i2mdfphc1heoqolgh00l58vn5ruh,,,98500,,,2026-02-04 23:43:39,2026-02-04
899,Weber,Lea,Dr.,contacted,,,,,,,,,,,Facharzt,Innere Medizin,,"24.01.2023 - vmartynenko:
es würde nördliches NRW oder Hamburg/Schleswig Holstein passen.",lea.weber@web.de,+49 1802810413,,0zg7wqwfwn20agi56jhp1tdeq1bhom,,,81500,,,2026-02-04 23:43:39,2026-02-04
111,Fischer,Isabella,Dr.,contacted,,,,,,,,,,,Doppelfacharzt,"Radiologie, Nuklearmedizin",,,isabella.fischer@web.de,+49 1852715943,,19jivz80qs107krhbst210xw110v39,,,92000,,,2026-02-04 23:43:39,2026-02-04
112,Wolf,Klara,Dr.,contacted,,,,,,,,,,,Doppelfacharzt,"Radiologie, Nuklearmedizin",,,klara.wolf@gmail.com,+49 1904687725,,02bl902prk05fwzbxsks0i6zs4ou7n,,,84000,,,2026-02-04 23:43:39,2026-02-04
846,Schulz,Sophie,Dr.,interested,,,,,,"AT, CH, DE","ganz Deutschland, Österreich, Schweiz",,Ltd. OA,"Ltd. OA, Standortleiter",Facharzt,"Radiologie, Mammographie",offen für alles - MSK und Mamma,"Aktuell viel Mamma und MSK
kein Herz und Prostata
KV Zulassung für Mamma macht kurative Mamma
ist seit 2 Jahren in der Leitung 
ist 57 Jahre alt
genre in Kontakt bleiben. Umzug ist auch OK
wird Gespräche führen über Leitung, weil sein Standort jetzt zur Uni Essen gehört",sophie.schulz@outlook.com,+49 1150285994,,0fg3dyo0bt28qzft1u401r5qevbjsp,LinkedIn,,96000,,,2026-02-04 23:43:39,2026-02-04
902,Wagner,Anna,,interested,,,,,,,,,,,Facharzt,Innere Medizin,,16.03.2023 - vmartynenko: SOterholz Klinik wegen teamarztmodel abgesagt. Ist aber offen für neue Möglichkeiten,anna.wagner@outlook.com,+49 1365808101,,2rp62t1peu13r7dy2a4k0v2p5xky3g,,,91000,,,2026-02-04 23:43:39,2026-02-04
903,Fischer,Laura,,contacted,,,,,,,,,,,Facharzt,Innere Medizin,,"27.10.2022 - vmartynenko: Linkedin: Mir wäre wichtig in ein funktionierendes Team einsteigen zu können und keine Abteilung aufbauen zu müssen. Gehalt und Urlaube dürfen sich am Tarifvertrag orientieren. Schön, aber kein Muss, wäre, wenn keine Hintergrunddienste im Coro-Labor zu absolvieren wären.",laura.fischer@outlook.com,+49 1019545463,,1a9kk703u21h67f6hpk82j0bp7kuiw,,,83500,,,2026-02-04 23:43:39,2026-02-04
