id,last_name,first_name,description,status,status_expired_set,current_status_interview,datenquelle,adresse,strasse,hausnummer,plz,arbeitsort,wohnort,wunscharbeitsort,umzugszwang,available,regionale_verfuegbarkeit,position_now,next_career_step,qualification,department,short_note,long_note,e_mail,tel,linkedin,anlage_wann,minicrm_id,how_where_contacted,export_timestamp,export_date
1213,Meyer,Isabella,,contacted,,,,,,,,,,,,,,,,Facharzt,Orthopädie & UCH,,"Hi, lieder suche ich eine OA Position in Hannover und Umgebung   Herzlichen Dank, JMR",isabella.meyer@outlook.com,+49 1618757626,,2026-01-17 14:33:19.348789,065lwooph628pcvpgw8e1f9o8jbkfy,,2026-01-17 17:25:35,2026-01-17
744,Weber,Paula,PD Dr.,interested,,,,,,,,,,nordrhein-westfalen,,NRW,,Ltd. OA,"Chefarzt, Gesellschafter",Facharzt,Radiologie,will CA oder Praxis mit Beteiligung,"Wird bald Professor an der Uni Essen. Will entweder CA an mittelgroßer Klinik oder Praxis mit Teilhaberschaft. 
Hat Q2 Herz und Q2 Prostata. 
keine Neuro-Interventionen
Frau ist verbeamtete Lehrerin.
alles in NRW OK. 
ab 01.01.2026
Kann Diagnostik alles.",paula.weber@web.de,+49 1790596099,,2025-07-02 23:59:00,0oz95zb4eh0mssx1iy7f0bfzadftki,Tel.,2026-01-17 17:25:35,2026-01-17
1214,Müller,Mila,,contacted,,,,,,,,,,,,,,,,Facharzt,Orthopädie & UCH,,"23.06.2023 - EB:
Maximal 40 min von Heidelberg entfernt, sucht Chefarztposition

skills",mila.müller@yahoo.de,+49 1791496951,,2026-01-17 14:33:19.348789,07576ovwvu23h52wwb9k1etkzyxnk2,,2026-01-17 17:25:35,2026-01-17
1215,Wagner,Sophie,Dr.,in Interview,,vorgestellt bei Engelbrecht,,,,,,,,,,,,Ltd. OA,Chefarzt,Facharzt,Orthopädie & UCH,Ltd. OA Orthopädie / UCH,"Tel. Bei Prien CA vorstellen. 
Herr Dr. Rekvava ist offen für eine neue berufliche Herausforderung, weil der aktuelle CA in Bogenhausen im Februar in Rente geht und für ihn somit der Zeitpunkt gekommen ist, eine CA-Position in Bogenhausen oder eben an einem anderen Haus anzutreten. Meine Ausführungen zu der Herausforderung bei Ihnen fand er sehr interessant und ansprechend. 

Er bringt fundierte Erfahrung in der Endoprothetik mit, führt u.a. die Zusatzbezeichnung spezielle orthopädische Chirurgie und ist in der Region gut vernetzt. Des Weiteren hat er als einer von 3 Oberärzten bereits ein Endoprothetikzentrum in Thuine mit aufgebaut (850 Prothesen schon im zweiten Jahr und dann weiter steigend) und bringt die entsprechende organisatorische Erfahrung mit. Auch in Thuine gab es von Beginn an 2 Belegärzte, sodass man auch dort mit Fingerspitzengefühl und Kollegialität erfolgreich an das Projekt herangegangen ist. 
Des Weiteren hat Herr Dr. Rekvava selbst unterstrichen, dass er sich eine Zusammenarbeit mit Herrn Dr. Primbs in der UCH gut vorstellen kann. Er wird seinen Fokus natürlich auf der Endoprothetik und Revisionsendoprothetik haben. Bei Krankheit oder Engpässen ist eine kollegiale Zusammenarbeit für ihn selbstverständlich. 

Herr Dr. Rekvava hat eine Kündigungsfrist von 6 Wochen zum Quartalsende und möchte sich auch im Vergleich zu seinem aktuellen Gehalt von 250.000€ p.a. verbessern. Auch kann er sich gut vorstellen, dass er aufgrund seiner Kontakte in der Region kurz- bis mittelfristig einen Ober- oder Facharzt mitbringen kann. 

Die Familie von Herrn Dr. Rekvava ist bisher noch in München verwurzelt. Er würde am Anfang aus München pendeln bzw. eine Möglichkeit suchen, sich vor Ort eine Unterkunft anzumieten. Langfristig wäre ein Umzug jedoch kein Problem. Ihm ist wichtig, dass seine nächste berufliche Station ein langfristiges Projekt ist. 


17.10.2022 - evgeny:


Will ldt. OA in Süddeutschland oder CH
_______________________________________________________________
Geburtsdatum: 1982

Verfügbarkeit: dreimonatige Kündigungsfrist

Skills:
• Spezielle Unfallchirurgie im Gebiet Chirurgie
• Hauptoperateur Endoprothetik
• Fußchirurg (BDC)
• Röntgendiagnostik des Skeletts
• ATLS (Advanced Trauma Life Support for Doctors) provider

Notizen zum Interview
Im persönlichen Gespräch lernten wir Dr. PPJ als ausgeglichene und äußerst motivierten Kandidaten kennen.
Seit September 2019 ist er als Oberarzt und Hauptoperateur für Endoprothetik im Team der Orthopädie, Endoprothetik und Unfallchirurgie in einem großen - Krankenhauses tätig. In seiner Funktion als Oberarzt für Orthopädie und Unfallchirurgie hat er zudem die Qualifikationen für spezielle Unfallchirurgie, Hauptoperateur im «EndoProthetikZentrum», Fußchirurgie, sowie Skelettradiologie. Somit ist er in der Knochenchirurgie breit aufgestellt.
Zudem war auch am Aufbau eines Endoprothetikzentrums mitbeteiligt und versteht die wirtschaftlichen Zusammenhänge.",sophie.wagner@yahoo.de,+49 1125300740,,2025-12-11 23:59:00,0l4999saxn0i3c5hv6zw0hb5prrzaf,Tel.,2026-01-17 17:25:35,2026-01-17
745,Klein,Laura,Dr.,contacted,,,,,,,,,,"berlin, brandenburg",,"Brandenburg, Berlin",,,"Ltd. OA, Standortleiter",Facharzt,Radiologie,,,laura.klein@yahoo.de,+49 1450269942,,2026-01-17 14:33:19.45962,2l0hno60n50idpybuhjt1ljwlyc3lg,,2026-01-17 17:25:35,2026-01-17
1216,Wolf,Mara,,interested,,,,,,,,,,,,,,,,Facharzt,Orthopädie & UCH,"• Zusatzbezeichnung Spezielle Orthopädische Chirurgie
• Fachkunde im Strahlenschutz
• Fortbildung Psychosomatische Grundversorgung
• Fortbildung Manuelle Therapie der DGMM
• RhefO – Zertifikat","28.11.2022 - EB:

Facharzt für Unfallchirurgie und Orthopädie

Wohnort
Magdeburg

Verfügbarkeit
Kündigungsfrist ist 12 Wochen

Gehaltswunsch
Ab 125.000 € /Jahr

Wunschstandort
Magdeburg und Umgebung

Motivation
Dr. Röpke arbeitet zu Zeit bereits zu Teilzeit beim MVZ Helios. Er kann sich gut vorstellen komplett in die Praxisumgebung umzusteigen, wenn die Rahmenbedingungen stimmen.
Er sucht nach einem Arbeitgeber, der Ihm mehr Freiraum gibt seine Fähigkeiten und Ideen umzusetzen und wo er nicht auf operative Tätigkeit verzichten muss.

Fähigkeiten
• Zusatzbezeichnung Spezielle Orthopädische Chirurgie
• Fachkunde im Strahlenschutz
• Fortbildung Psychosomatische Grundversorgung
• Fortbildung Manuelle Therapie der DGMM
• RhefO – Zertifikat

Zusammenfassung
Dr. Röpke arbeitet zu Zeit als Oberarzt in der Helios Klinik Jerichower Land und zu Teilzeit als MVZ-Tätigkeit. Der Kandidat hat die Zusatzbezeichnung in spezielle orthopädische Chirurgie. Außerdem ist er in fortgeschrittener Fortbildung für Psychosomatische Grundversorgung und Manuelle Therapie. Er kann sich gut vorstellen komplett in die Praxisumgebung umzusteigen, wenn die Rahmenbedingungen stimmen.
Er sucht nach einem Arbeitgeber, der Ihm mehr Freiraum gibt, seine Fähigkeiten und Ideen umzusetzen und wo er nicht auf operative Tätigkeit verzichten muss. Der Kandidat würde gerne zusammen mit seiner Kollegin Dr. Katharina Stäbner wechseln, Ihr CV finden Sie ebenfalls im Anhang. Dr. Röpke würde sehr gerne mehr über die Möglichkeiten und das Unternehmen erfahren und steht Ihnen ab sofort für erste Kennenlerngespräche zur Verfügung.",mara.wolf@web.de,+49 1744297234,,2026-01-17 14:33:19.350317,2qujpz1vv526fq3jkc740q26bisscq,,2026-01-17 17:25:35,2026-01-17
1219,Hoffmann,Laura,,contacted,,,,,,,,,,,,,,,,Facharzt,Orthopädie & UCH,,aktuell 08/2021 kein Interesse,laura.hoffmann@web.de,+49 1538213043,,2026-01-17 14:33:19.350825,1pq2nmd01m0npf6p59fm0b3jrd7kc0,,2026-01-17 17:25:35,2026-01-17
1220,Schwarz,Lisa,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Orthopädie & UCH,"Fähigkeiten
• Facharzt für Orthopädie und Unfallchirurgie
• Zertifizierter Fußchirurg (D.A.F)
• ATLS Provider
• P.A.R.T.Y Provider
• Rheumatologisch gebildeter Orthopäde
• Fachkunde Röntgendiagnostik
• Spezielle Unfallchirurgie (Ist gerade dabei die ZB zu erwerben)","17.10.2022 - evgeny:

Wohnort
Hildrizhausen (bei Stuttgart)

Verfügbarkeit
Kündigungsfrist ist 3 Wochen zum Quartalsende

Gehaltswunsch
Ab 140.000 € /Jahr

Wunschstandort
Stuttgart und Umgebung

Motivation
Dr. Salman denkt schon seit geraumer Zeit aktiv darüber nach, in eine Praxisumgebung zu wechseln, weg von den Diensten und Wochenendschichten. Für Dr. Salman spielt weniger das Geld als die Freizeit, die er mit seiner Familie verbringen will, eine Hauptrolle. Der Kandidat ist mittlerweile fest verwurzelt in Stuttgart und hat sich vor Kurzem auch ein Haus gekauft, so dass er regional beschränkt ist. Aus diesem Grund kommen für Ihn nur Stellen aus und rund um Stuttgart infrage.

Fähigkeiten
• Facharzt für Orthopädie und Unfallchirurgie
• Zertifizierter Fußchirurg (D.A.F)
• ATLS Provider
• P.A.R.T.Y Provider
• Rheumatologisch gebildeter Orthopäde
• Fachkunde Röntgendiagnostik
• Spezielle Unfallchirurgie (Ist gerade dabei die ZB zu erwerben)

ZUSAMMENFASSUNG
Dr. Salman ist seit knapp 4 Jahren Facharzt bzw. Oberarzt für Orthopädie und Unfallchirurgie mit Tätigkeitsschwerpunkt Rheuma, Hand und Fußchirurgie.
Der Kandidat ist gerade dabei seine Zusatzbezeichnung in Spezielle Unfallchirurgie und D-Arzt zu erwerben, sein Ziel ist es bis Herbst erfolgreich zu erhalten.
Dr. Salman denkt schon seit geraumer Zeit aktiv darüber nach, in eine Praxisumgebung zu wechseln, weg von den Diensten und Wochenendschichten. Für Dr. Salman spielt weniger das Geld als die Freizeit, die er mit seiner Familie verbringen will, eine Hauptrolle. Der Kandidat ist mittlerweile fest verwurzelt in Stuttgart und hat sich vor Kurzem auch ein Haus gekauft, so dass er regional beschränkt ist. Aus diesem Grund kommen für Ihn nur Stellen aus und rund um Stuttgart infrage.
Er möchte am liebsten konservative und operative Tätigkeit miteinander vereinen, und durch seine Schwerpunkte in Hand und Fußchirurgie, ist die ambulante Tätigkeit in einem MVZ dafür prädestiniert.
Dr. Salman würde sich gerne bei Ihnen vorstellen und mehr über die Perspektiven und Möglichkeiten bei der Stelle am Standort Stuttgart in Gronemeyer Institut erfahren.",lisa.schwarz@web.de,+49 1771552707,,2026-01-17 14:33:19.350825,162nnmjg7n2bokxhywap22iehtxk7l,,2026-01-17 17:25:35,2026-01-17
1221,Bauer,Alina,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Orthopädie & UCH,,,alina.bauer@gmail.com,+49 1306399946,,2026-01-17 14:33:19.350825,2ng3y0ler211ktnhl8j20rsvi1bzl6,,2026-01-17 17:25:35,2026-01-17
275,Weber,Nina,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,aktuell noch hauptberuflich vertraglich gebunden für mehr als 12 Monate.,nina.weber@outlook.com,+49 1210493857,,2026-01-17 14:33:19.394583,2862cv8kn21ae4jasx6y1qvzgsq6p7,,2026-01-17 17:25:35,2026-01-17
1226,Klein,Julia,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Orthopädie & UCH,,,julia.klein@gmail.com,+49 1136317560,,2026-01-17 14:33:19.350825,2bvfcjm2pv1ogy9ej0120jztc4jj9r,,2026-01-17 17:25:35,2026-01-17
1227,Schwarz,Elena,Dr.,interested,,,,,,,,,,,,,,,,Facharzt,Orthopädie & UCH,#NAME?,"13.10.2022 - evgeny:
-letzter Kontakt 12.Okt.2022 per Telefon und Mail
-Standort: ""am liebsten in der Umgebung (100km) um Kaiserslautern. Sie können mir gerne aber auch andere Standorte „schmackhaft“ machen""
-Bereits beim MVZ tätig
-Spezielle UCH
-D-Arzt
-Sportmedizin
-Notfallmedizin
-Hauptoperateur
-Chirotherapie",elena.schwarz@outlook.com,+49 1942546454,,2026-01-17 14:33:19.351848,0ibbhnv4bb1dbjy92orp1fo7se796e,,2026-01-17 17:25:35,2026-01-17
1228,Richter,Clara,Dr.,interested,,,,,,,,,,,,,,,,Facharzt,Orthopädie & UCH,,aktuell 10/2021 kein Interesse,clara.richter@gmail.com,+49 1679283123,,2026-01-17 14:33:19.351848,0k5a8rdjwr1a3hhbd1rq17j3uyt7zu,,2026-01-17 17:25:35,2026-01-17
1230,Becker,Mara,,contacted,,,,,,,,,,,,,,,,Facharzt,Orthopädie & UCH,,,mara.becker@web.de,+49 1523640974,,2026-01-17 14:33:19.351848,15ludo71ub011oac92du0phfigjqn8,,2026-01-17 17:25:35,2026-01-17
1231,Klein,Sarah,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Orthopädie & UCH,,,sarah.klein@web.de,+49 1983802207,,2026-01-17 14:33:19.352419,151081mqqe04449ksjo71waiwgy25i,,2026-01-17 17:25:35,2026-01-17
308,Wolf,Laura,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,01/2023 bei Radiologische Allianz,,laura.wolf@web.de,+49 1564257079,,2026-01-17 14:33:19.399563,2c3se2163k0ntqnwc3750fp2nffin0,,2026-01-17 17:25:35,2026-01-17
1234,Becker,Mara,,contacted,,,,,,,,,,,,,,,,Facharzt,Orthopädie & UCH,"Facharzt für Orthopädie und Unfallchirurgie, spezielle orthopädische Chirurgie und spezielle Unfallchirurgie, Sportmedizin, Notfallmedizin, Tumororthopädie und Sarkomchirurgie","24.10.2022 - evgeny:
Ist immer noch interessiert bei Ihm hat sich nichts verändert, möchte gerne im Raum NRW bleiben evtl. Frankfurt. Du kannst ihn durch LinkedIn kontaktieren. Seine  Email: 
_____________________________________
Facharzt für Orthopädie und Unfallchirurgie, spezielle orthopädische Chirurgie und spezielle Unfallchirurgie, Sportmedizin, Notfallmedizin, Tumororthopädie und Sarkomchirurgie",mara.becker@outlook.com,+49 1439280272,,2026-01-17 14:33:19.352419,217he9mmjm1h2zczc6sa2nd0w4axc8,,2026-01-17 17:25:35,2026-01-17
1236,Müller,Sophie,,contacted,,,,,,,,,,,,,,,,Facharzt,Orthopädie & UCH,,,sophie.müller@gmail.com,+49 1525943638,,2026-01-17 14:33:19.352419,12ile108eg1ycekm0yvl1faurqse0v,,2026-01-17 17:25:35,2026-01-17
1237,Schneider,Mila,,interested,,,,,,,,,,,,,,,,Assistenzarzt,Orthopädie & UCH,,,mila.schneider@outlook.com,+49 1493557570,,2026-01-17 14:33:19.352419,1wro7pzyqg1xj08hb4j8102f3xzbnv,,2026-01-17 17:25:35,2026-01-17
1240,Klein,Laura,,contacted,,,,,,,,,,,,,,,,Facharzt,Orthopädie & UCH,,10.08 Nur HH,laura.klein@yahoo.de,+49 1972701378,,2026-01-17 14:33:19.353439,2lggqarx7121044tre4504w5t9ulo6,,2026-01-17 17:25:35,2026-01-17
1241,Schwarz,Alina,Dr.,contacted,,,,,,,,,,,,,,Chefarzt,"Chefarzt, Standortleiter",Facharzt,Orthopädie & UCH,,,alina.schwarz@web.de,+49 1541048033,,2026-01-17 14:33:19.353439,05ijl9i9922hqkzzs6yv27chtwicsj,,2026-01-17 17:25:35,2026-01-17
2,Meyer,Sophie,,interested,,,,,,,,,,,,,,,,Facharzt,Orthopädie & UCH,,"28.02.2023 - EB:

Ist im September fertig mit Zusatzbezeichnung Spezielle Orthopädie, danach möchte er möglichst von Helios weg, am besten in ein Familienunternehmen. Gehaltsvorstellung ca. 180k und nur eine Stelle als ltd. Oberarzt. Schwerpunkt Endoprothetik. Innerhalb von Helios will er auf keinen Fall wechseln. Ist dabei relativ flexibel, obwohl er eine Immobilie in Leipzig hat.",sophie.meyer@gmail.com,+49 1916942064,,2026-01-17 14:33:19.354439,2c1giwr1891gadw1t2qi1lhsnbhlv3,,2026-01-17 17:25:35,2026-01-17
3,Richter,Alina,,contacted,,,,,,,,,,,,,,,,Facharzt,Orthopädie & UCH,,,alina.richter@gmail.com,+49 1126050705,,2026-01-17 14:33:19.354439,0kwzhs38fj1j6rayv4rn2iqwq47rff,,2026-01-17 17:25:35,2026-01-17
4,Meyer,Mara,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Orthopädie & UCH,,,mara.meyer@yahoo.de,+49 1875310841,,2026-01-17 14:33:19.354439,0aqjz9yydl2mylfmyh0h0ktawpemx2,,2026-01-17 17:25:35,2026-01-17
5,Zimmermann,Emma,,contacted,,,,,,,,,,,,,,,,Facharzt,Orthopädie & UCH,,,emma.zimmermann@gmail.com,+49 1486401566,,2026-01-17 14:33:19.355431,17wspzptw21ottqum7gu2pb8hxdwzu,,2026-01-17 17:25:35,2026-01-17
6,Krüger,Alina,,interested,,,,,,,,,,,,,,"Chefarzt, Standortleiter","Ltd. OA, Chefarzt, Standortleiter",Facharzt,Orthopädie & UCH,"Fähigkeiten 
• Fachkunde im Strahlenschutz Skelett
• Fachkunde im Strahlenschutz Notfalldiagnostik
• Zusatzbezeichnung Manuelle Medizin
• Zusatzbezeichnung Sportmedizin
• Fortbildung psychosomatische Grundversorgung
• Fortbildung Ernährungsmedizin","28.11.2022 - EB:

Position 
Facharzt für Unfallchirurgie und Orthopädie 

Wohnort 
Magdeburg

Verfügbarkeit 
Kündigungsfrist ist 12 Wochen 

Gehaltswunsch 
Nach Kennenlernen und Absprache

Wunschstandort 
Magdeburg und Umgebung

Fähigkeiten 
• Fachkunde im Strahlenschutz Skelett
• Fachkunde im Strahlenschutz Notfalldiagnostik
• Zusatzbezeichnung Manuelle Medizin
• Zusatzbezeichnung Sportmedizin
• Fortbildung psychosomatische Grundversorgung
• Fortbildung Ernährungsmedizin",alina.krüger@yahoo.de,+49 1381639476,,2026-01-17 14:33:19.355431,1j3qyar73g2cayimei1z1wir3dr454,,2026-01-17 17:25:35,2026-01-17
7,Schwarz,Julia,,contacted,,,,,,,,,,,,,,,,Facharzt,Orthopädie & UCH,,"02.07.2024 - EB:
Orthopädie Ruhrgebiet, ist offen für Solingen, Ratingen ond co. fährt 3 wochen in den Urlaub, danach steht für Gespräche zur verfügung. Konzentriert sich auf traumatologie kopf bis fuss und besonders schulter.


23.06.2023 - EB:
möchte viel operieren, kein MVZ",julia.schwarz@web.de,+49 1179043477,,2026-01-17 14:33:19.355431,2625f2xfdp094j8dygd40iuiythe05,,2026-01-17 17:25:35,2026-01-17
746,Schulz,Laura,Dr.,interested,,,,,,,,,,hessen,,Hessen,,,"Ltd. OA, Standortleiter",Facharzt,Radiologie,,in Osthessen - Fulda zurzeit - offen für neues,laura.schulz@gmail.com,+49 1712361412,,2026-01-17 14:33:19.45962,1z86z57d56057q6qjzm4183dh3uxcf,,2026-01-17 17:25:35,2026-01-17
747,Weber,Lena,,contacted,,,,,,,,,,nordrhein-westfalen,,NRW,,Oberarzt,"Oberarzt, Ltd. OA, Standortleiter",Facharzt,Radiologie,,,lena.weber@web.de,+49 1079244203,,2026-01-17 14:33:19.460587,0vjhh19fba1puk04k1m91z5rdmvxqd,,2026-01-17 17:25:35,2026-01-17
748,Schmidt,Clara,,contacted,,,,,,,,,,baden-württemberg,,Baden-Württemberg,,MTRA / MFA / sonstige,,MTRA,Radiologie,MTRA,"befindet sich aktuell 05/2022 noch in Anerkennung, endet in 2 Monaten",clara.schmidt@gmail.com,+49 1336932464,,2026-01-17 14:33:19.460587,24n6icizyf16ly32h49122vlvnweo7,,2026-01-17 17:25:35,2026-01-17
10,Zimmermann,Julia,,contacted,,,,,,,,,,,,,,,,Facharzt,Orthopädie & UCH,,"23.06.2023 - EB:

Rheinland ist Ihm zu weit weg, ist an Koblenz gebunden

skills:
-ZB Sportmedizin
-ZB Notfallmedizin
-ZB Manuelle Medizin",julia.zimmermann@web.de,+49 1016871652,,2026-01-17 14:33:19.355431,049oh2o8h80f7pmdxo2x0dbab07jja,,2026-01-17 17:25:35,2026-01-17
11,Richter,Alina,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Orthopädie & UCH,,"24.10.2022 - evgeny:
Beginnt eine neue Stelle ab den 1.4.23 ,sollte sich was ändern kommt er auf und zu. 14.10.22",alina.richter@outlook.com,+49 1714228702,,2026-01-17 14:33:19.355431,2d6gyisz2o251zz85zsb0sliv29rjk,,2026-01-17 17:25:35,2026-01-17
12,Klein,Isabella,Dr.,interested,,,,,,,,,,,,,,,,Facharzt,Orthopädie & UCH,,"19.10.2022 - evgeny:

aktuelle Position: OA 
aktueller Arbeitgeber: Helios Krefeld

Wunschposition:
Wechselmotivation: 

aktuelles Gehalt: mit 100% über 210.000 inkl. Dienste und AT Leistung 
Wunschgehalt: 

Verfügbarkeit zeitlich: ab 31.01.2023
Verfügbarkeit räumlich: 30 min um Krefeld

Wo schon selbst beworben:

70-80% Pensum gewünscht
macht noch Handchirurgie 
seit 2018 OA 
6 monate Kündigungsfrist",isabella.klein@yahoo.de,+49 1019251918,,2026-01-17 14:33:19.356459,2nlpqz9b8g0fuzfjrr7g07qp36zpju,,2026-01-17 17:25:35,2026-01-17
13,Schulz,Isabella,,interested,,,,,,,,,,,,,,,,Facharzt,Orthopädie & UCH,"Fähigkeiten 
• Facharzt für Unfallchirurgie und Orthopädie
• Zusatzbezeichnungen Fußchirurgie 
• Zusatzbezeichnungen Physikalische Therapie
• Ständiger D-Arzt Vertreter 
• Traumatologie und rekonstruktiven Chirurgie 
• Schwerverletztenversorgung
• 5-jährige Erfahrung in Gefäßchirurgie
• Beckenchirurgie
• Beauftragter für den Strahlenschutz
• Medizinische Bilddatenverarbeitung
• Umfangreiche Gutachtertätigkeit","25.10.2022 - evgeny:

In Bayreuth vorgestellt, man möchte Ihn kennenlernen!
_____________________________________
-Er ist eher ein Chirurg als Orthopäde.
-sehr interessiert an Bayreuth
-hat im letzten Monat seine Arbeitsstelle bei der Unikliniken Kiel  wegen fehlender Wertschätzung und nicht mehr zeitgemäßen Vergütung gekündigt und  ist aktuell auf der Suche nach neuer Herausforderung in einem Praxisumfeld, mit möglichst viel operativer Tätigkeit.
-Ab sofort verfügbar-
______________________________________
Position 
Facharzt/Oberarzt für Chirurgie und Unfallchirurgie sowie Orthopädie und Unfallchirurgie, Zusatzbezeichnungen Fußchirurgie und Physikalische Therapie

Wohnort 
Gettorf

Verfügbarkeit 
ab Sofort verfügbare

Gehaltswunsch 
Ca. 150.000 € /Jahr (+/-)

Wunschstandort Bayreuth (flexibel)

Fähigkeiten 
• Facharzt für Unfallchirurgie und Orthopädie
• Zusatzbezeichnungen Fußchirurgie 
• Zusatzbezeichnungen Physikalische Therapie
• Ständiger D-Arzt Vertreter 
• Traumatologie und rekonstruktiven Chirurgie 
• Schwerverletztenversorgung
• 5-jährige Erfahrung in Gefäßchirurgie
• Beckenchirurgie
• Beauftragter für den Strahlenschutz
• Medizinische Bilddatenverarbeitung
• Umfangreiche Gutachtertätigkeit

ZUSAMMENFASSUNG
Dr. Trompetter arbeitet zu Zeit als Oberarzt in einer Uniklinik mit dem Schwerpunkt in  Polytraumaversorgung, Beckenchirurgie, Handchirurgie, Fußchirurgie, und Korrektur von Beindeformitäten. Er ist ein sehr erfahrenerer Unfallchirurg mit Zusatzbezeichnungen in Fußchirurgie und Physikalische Therapie. Der Kandidat hat auch unteranderem die Leitung der Abteilung in Fußchirurgie übernommen und ist seit 2014 ständiger D-Arzt Vertreter. Der Kandidat hat im letzten Monat seine Arbeitsstelle bei der Unikliniken Kiel  wegen fehlender Wertschätzung und nicht mehr zeitgemäßen Vergütung gekündigt und  ist aktuell auf der Suche nach neuer Herausforderung in einem Praxisumfeld, mit möglichst viel operativer Tätigkeit. Er sucht nach einem Arbeitgeber der seine langjährige Berufserfahrung und seine Fähigkeiten entsprechend würdigt. Dr. Trompetter hat sich sehr interessiert an der Stelle in Bayreuth gezeigt und würde super gerne mehr über Ihr Unternehmen und gegebene Möglichkeiten erfahren.
Der Kandidat ist Umzugsbereit und am Standort Bayreuth sehr interessiert, und steht Ihnen ab sofort zur Verfügung, sowohl für Gespräche als auch für einen möglichst schnellen Arbeitsantritt.",isabella.schulz@yahoo.de,+49 1115170699,,2026-01-17 14:33:19.356459,1p2hk88nqk167ghfpz7d2h2ktocq3c,,2026-01-17 17:25:35,2026-01-17
14,Schmidt,Maria,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Orthopädie & UCH,,,maria.schmidt@outlook.com,+49 1249098157,,2026-01-17 14:33:19.356459,0dq0r24ekh0j5beve1wh2jmlg5u2hw,,2026-01-17 17:25:35,2026-01-17
389,Bauer,Sarah,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,sarah.bauer@web.de,+49 1147543122,,2026-01-17 14:33:19.410735,1tmtklpyzp15my88pm6501j9ap09e9,,2026-01-17 17:25:35,2026-01-17
25,Hoffmann,Sophie,Dr.,interested,,,,,,,,,,nordrhein-westfalen,,NRW,,Ltd. OA,"Ltd. OA, Chefarzt, Standortleiter",Facharzt,Orthopädie & UCH,,"24.10.2022 - evgeny:
Sucht eine Praxis zur Übernahme, aber ist einer Praxisstelle auch offen gegenüber, wenn man Ihm an die 180k€ im Jahr bietet.

Fähigkeiten 
-Spezielle UCH
-D-Arzt
-Endoprothetik
-Schwerpunkt UCH",sophie.hoffmann@yahoo.de,+49 1691045237,,2026-01-17 14:33:19.358449,0up2n00kqc0n6n7sdm6r2h5jaudln8,,2026-01-17 17:25:35,2026-01-17
26,Meyer,Laura,Dr.,contacted,,,,,,,,,,bayern,,Bayern,,Oberarzt,"Ltd. OA, Standortleiter",Facharzt,Orthopädie & UCH,,,laura.meyer@web.de,+49 1390718559,,2026-01-17 14:33:19.358449,06djwhc5mx2bcx9xzq0l0w1wvgwdr7,,2026-01-17 17:25:35,2026-01-17
