First Name,Last Name,Headline,Job Title,Company,Location,Industry,Email,Linkedin,Profile Picture,Languages,Date of Birth,Followers,Enriched Private Email,Enriched Business Email,Enriched Phone,Notes,Tags,Last contact date,Date Connected,Mutual Connection
Lena,Vogt,Dr. med. | Assistenzarzt | Pädiatrie/ Kindermedizin | EBIR,"Assistenzarzt, Klinik für Pädiatrie/ Kindermedizin",Klinikum Mötzingen,"Germany, Mötzingen, Baden-Württemberg, Germany",Medical Practices,lena.vogt@mail.de,https://www.linkedin.com/in/lena-vogt-871813/,https://media.licdn.com/dms/image/v2/C5603AQF2q6gle0p0h546yt88s4g36s50aqfrmz4pwlo46m1bgn/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2026-08-16 13:48,No
Amelie,Scholz,Dr. | Standortleiter | Mammographie | EBIR,"Standortleiter, Klinik für Mammographie",Klinikum Brensbach,"Germany, Brensbach, Hessen, Germany",Medical Practices,amelie.scholz@mail.de,https://www.linkedin.com/in/amelie-scholz-490598/,https://media.licdn.com/dms/image/v2/C5603AQFezf20cag4uv3p5e7lxnodq85k4wi4m3d48rgemipc63/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2025-06-18 14:06,No
Johanna,Kaiser,Prof. Dr. | MTRA | Gynäkologie | EBIR,"MTRA, Klinik für Gynäkologie","Klinikum Biburg, Gemeinde Gars am Inn","Germany, Biburg, Gemeinde Gars am Inn, Bayern, Germany",Medical Practices,johanna.kaiser@mail.de,https://www.linkedin.com/in/johanna-kaiser-597089/,https://media.licdn.com/dms/image/v2/C5603AQFe1b5gcj6jkjfcjti49omjl75yx5zckmcrar1e83vt2l/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2026-08-08 15:54,No
Simon,Müller,Prof. Dr. | sonstige | Neuroradiologie | EBIR,"sonstige, Klinik für Neuroradiologie",Klinikum Alperstedt,"Germany, Alperstedt, Thüringen, Germany",Medical Practices,simon.müller@mail.de,https://www.linkedin.com/in/simon-müller-793591/,https://media.licdn.com/dms/image/v2/C5603AQF0rzthdp026tjujkd8dflwyws42ip140k4r1dwp5ual4/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2026-12-14 14:53,No
Emma,Kurz,Dr. med. | Facharzt | Nuklearmedizin | EBIR,"Facharzt, Klinik für Nuklearmedizin",Klinikum Ingenried,"Germany, Ingenried, Bayern, Germany",Medical Practices,emma.kurz@mail.de,https://www.linkedin.com/in/emma-kurz-911351/,https://media.licdn.com/dms/image/v2/C5603AQF73wxzw8j1fc02zsqetqstgrx60nwenzuw76hzu9jzs5/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2023-12-03 16:44,No
Matthias,Baumann,Prof. Dr. | sonstige | Mammographie | EBIR,"sonstige, Klinik für Mammographie",Klinikum Bad Bevensen,"Germany, Bad Bevensen, Niedersachsen, Germany",Medical Practices,matthias.baumann@mail.de,https://www.linkedin.com/in/matthias-baumann-865980/,https://media.licdn.com/dms/image/v2/C5603AQFvkdfgi55xr6buc0a5uqb6r1di26jjszgvsqy8aabs5n/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2023-02-27 18:09,No
Peter,Jung,PD | Gesellschafter | Neuroradiologie | EBIR,"Gesellschafter, Klinik für Neuroradiologie",Klinikum Frankenstein,"Germany, Frankenstein, Rheinland-Pfalz, Germany",Medical Practices,peter.jung@mail.de,https://www.linkedin.com/in/peter-jung-100424/,https://media.licdn.com/dms/image/v2/C5603AQFcivxi81pmzag36rpozfafsqkokwc735kmu5q61hdtb2/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2023-11-04 14:33,No
Mathilda,Berger,PD | Facharzt | Kinderradiologie | EBIR,"Facharzt, Klinik für Kinderradiologie",Klinikum Kirchendemenreuth,"Germany, Kirchendemenreuth, Bayern, Germany",Medical Practices,mathilda.berger@mail.de,https://www.linkedin.com/in/mathilda-berger-349208/,https://media.licdn.com/dms/image/v2/C5603AQFpz2phr1tobtkdtd1zjpgaur3y6oq6763kagemkf1g2w/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2023-02-08 12:24,No
Martin,Becker,Dr. med. | MTRA | Mammographie | EBIR,"MTRA, Klinik für Mammographie",Klinikum Holleben,"Germany, Holleben, Sachsen-Anhalt, Germany",Medical Practices,martin.becker@mail.de,https://www.linkedin.com/in/martin-becker-889701/,https://media.licdn.com/dms/image/v2/C5603AQFd80l3v7k3ig0wknc7xbcvnskvcjjswpxfk4hc4eenw7/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2025-07-07 10:24,No
Susanne,Baumann,PD | Gesellschafter | Mammographie | EBIR,"Gesellschafter, Klinik für Mammographie",Klinikum Doberschau-Gaußig,"Germany, Doberschau-Gaußig, Sachsen, Germany",Medical Practices,susanne.baumann@mail.de,https://www.linkedin.com/in/susanne-baumann-276755/,https://media.licdn.com/dms/image/v2/C5603AQFca0mplaklb3yh7upezellav9qob5hnvwcccjv6tv567/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2023-06-04 08:54,No
Tim,Weber,Dr. med. | Chefarzt | Orthopädie & UCH | EBIR,"Chefarzt, Klinik für Orthopädie & UCH",Klinikum Weißbach,"Germany, Weißbach, Baden-Württemberg, Germany",Medical Practices,tim.weber@mail.de,https://www.linkedin.com/in/tim-weber-691745/,https://media.licdn.com/dms/image/v2/C5603AQFsz2h637a7mt55ofubw6mpteogl9x28crrvlcvnl3vu9/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2026-08-16 11:16,No
Greta,Krüger,Standortleiter | Anästhesie | EBIR,"Standortleiter, Klinik für Anästhesie",Klinikum Dietenheim,"Germany, Dietenheim, Baden-Württemberg, Germany",Medical Practices,greta.krüger@mail.de,https://www.linkedin.com/in/greta-krüger-308292/,https://media.licdn.com/dms/image/v2/C5603AQFm1fzmq0vscb6a5a61fhoouekaj8jvxe4xqscqgz3387/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2023-04-08 14:26,No
Amelie,Vogel,PD | sonstige | Pädiatrie | EBIR,"sonstige, Klinik für Pädiatrie",Klinikum Falkenberg Dannenberg/Mark,"Germany, Falkenberg Dannenberg/Mark, Brandenburg, Germany",Medical Practices,amelie.vogel@mail.de,https://www.linkedin.com/in/amelie-vogel-812361/,https://media.licdn.com/dms/image/v2/C5603AQFnz2c03fmljyclvr1o02f9cvntinp2qnmhqu7ifglkqq/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2023-05-15 11:54,No
Claudia,Schäfer,Dr. | Assistenzarzt | Chirurgie | EBIR,"Assistenzarzt, Klinik für Chirurgie",Klinikum Oberscheinfeld,"Germany, Oberscheinfeld, Bayern, Germany",Medical Practices,claudia.schäfer@mail.de,https://www.linkedin.com/in/claudia-schäfer-195378/,https://media.licdn.com/dms/image/v2/C5603AQFrw2keu3go2nion890es4qc3wsille9fopxu3o1txt9s/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2023-04-18 14:07,No
Ben,Vogel,Prof. Dr. | Standortleiter | Pädiatrie | EBIR,"Standortleiter, Klinik für Pädiatrie",Klinikum Waldbreitbach,"Germany, Waldbreitbach, Rheinland-Pfalz, Germany",Medical Practices,ben.vogel@mail.de,https://www.linkedin.com/in/ben-vogel-786617/,https://media.licdn.com/dms/image/v2/C5603AQFbe66i084a3nm5epgz1vmjeebt47uk5rxxprcyp3yibp/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2025-04-07 17:08,No
Julia,König,PD | Facharzt | Gynäkologie | EBIR,"Facharzt, Klinik für Gynäkologie",Klinikum Stuttgart Freiberg,"Germany, Stuttgart Freiberg, Baden-Württemberg, Germany",Medical Practices,julia.könig@mail.de,https://www.linkedin.com/in/julia-könig-822039/,https://media.licdn.com/dms/image/v2/C5603AQFegv4wtsg4g3i3mwz9tlceptve6js8zshim6zoph715p/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2023-01-16 15:44,No
Michael,Lange,PD | Facharzt | Kinderradiologie | EBIR,"Facharzt, Klinik für Kinderradiologie",Klinikum Sörth,"Germany, Sörth, Rheinland-Pfalz, Germany",Medical Practices,michael.lange@mail.de,https://www.linkedin.com/in/michael-lange-493290/,https://media.licdn.com/dms/image/v2/C5603AQF8t254iwiz4tvkjrqfkbjppt013g1l01vqndjy4sttkq/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2025-04-24 12:06,No
Claudia,Richter,Dr. | Standortleiter | Mammographie | EBIR,"Standortleiter, Klinik für Mammographie",Klinikum Meuspath,"Germany, Meuspath, Rheinland-Pfalz, Germany",Medical Practices,claudia.richter@mail.de,https://www.linkedin.com/in/claudia-richter-386168/,https://media.licdn.com/dms/image/v2/C5603AQFne8z6yy1zqjgbjlqynaoqeh2pvna2dgj9dpodgmdren/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2026-02-13 11:17,No
Sarah,Böhm,Assistenzarzt | Chirurgie | EBIR,"Assistenzarzt, Klinik für Chirurgie",Klinikum Schimberg,"Germany, Schimberg, Thüringen, Germany",Medical Practices,sarah.böhm@mail.de,https://www.linkedin.com/in/sarah-böhm-956942/,https://media.licdn.com/dms/image/v2/C5603AQFfye69w3n0q1fxo6dg89gxx5qn8qnzmq4m5iyw9sfwlf/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2026-04-13 12:10,No
Petra,Günther,Dr. | sonstige | Nuklearmedizin | EBIR,"sonstige, Klinik für Nuklearmedizin",Klinikum Klotten,"Germany, Klotten, Rheinland-Pfalz, Germany",Medical Practices,petra.günther@mail.de,https://www.linkedin.com/in/petra-günther-124257/,https://media.licdn.com/dms/image/v2/C5603AQF448mip387505khq4z4u90urzh970rp5gcazj3n4ucy3/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2024-01-13 15:03,No
Theo,Horn,Prof. Dr. | Assistenzarzt | Gynäkologie | EBIR,"Assistenzarzt, Klinik für Gynäkologie",Klinikum Neukloster,"Germany, Neukloster, Mecklenburg-Vorpommern, Germany",Medical Practices,theo.horn@mail.de,https://www.linkedin.com/in/theo-horn-420557/,https://media.licdn.com/dms/image/v2/C5603AQFuz3l9h505r9lwqgvurrpg6y66ooxtbwro1us3dvlnq9/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2023-07-25 11:18,No
Daniel,Ritter,Prof. Dr. | Assistenzarzt | Chirurgie | EBIR,"Assistenzarzt, Klinik für Chirurgie",Klinikum Illerkirchberg,"Germany, Illerkirchberg, Baden-Württemberg, Germany",Medical Practices,daniel.ritter@mail.de,https://www.linkedin.com/in/daniel-ritter-552284/,https://media.licdn.com/dms/image/v2/C5603AQF8pz2x26g1avypo08tm3ouln2gvxhr1wz0oyf2ubc7it/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2024-10-14 14:10,No
Martin,Winkler,Dr. med. | Facharzt | Diagnostische und Interventionelle Radiologie | EBIR,"Facharzt, Klinik für Diagnostische und Interventionelle Radiologie",Klinikum Fredeburg,"Germany, Fredeburg, Schleswig-Holstein, Germany",Medical Practices,martin.winkler@mail.de,https://www.linkedin.com/in/martin-winkler-742536/,https://media.licdn.com/dms/image/v2/C5603AQF07gkforvi4c648wl290gbbqwif826ngy2zs35zk8srf/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2023-10-15 14:04,No
Julia,Schmidt,Prof. Dr. | sonstige | Mammographie | EBIR,"sonstige, Klinik für Mammographie",Klinikum Waldleiningen,"Germany, Waldleiningen, Rheinland-Pfalz, Germany",Medical Practices,julia.schmidt@mail.de,https://www.linkedin.com/in/julia-schmidt-889193/,https://media.licdn.com/dms/image/v2/C5603AQFa2r6i1eb6zni7ckmephpiqi1illp3bua00k6obabptd/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2025-07-18 08:30,No
Fabian,Schmitz,sonstige | Chirurgie | EBIR,"sonstige, Klinik für Chirurgie",Klinikum Ruthenbeck,"Germany, Ruthenbeck, Mecklenburg-Vorpommern, Germany",Medical Practices,fabian.schmitz@mail.de,https://www.linkedin.com/in/fabian-schmitz-342718/,https://media.licdn.com/dms/image/v2/C5603AQFvodvmn1hs64j3uusv3lp61vwoj0mojijkde82hxz55c/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2024-10-06 16:08,No
Jürgen,Stein,Dr. | Facharzt | Neuroradiologie | EBIR,"Facharzt, Klinik für Neuroradiologie",Klinikum Maasdorf,"Germany, Maasdorf, Sachsen-Anhalt, Germany",Medical Practices,jürgen.stein@mail.de,https://www.linkedin.com/in/jürgen-stein-319756/,https://media.licdn.com/dms/image/v2/C5603AQFj2i1kn2201g1htvdn9wje8z1z5khpe60bj4809p4vep/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2023-05-10 09:56,No
Susanne,Schulz,Dr. med. | Gesellschafter | Nuklearmedizin | EBIR,"Gesellschafter, Klinik für Nuklearmedizin",Klinikum Norden Norddeich,"Germany, Norden Norddeich, Niedersachsen, Germany",Medical Practices,susanne.schulz@mail.de,https://www.linkedin.com/in/susanne-schulz-804265/,https://media.licdn.com/dms/image/v2/C5603AQFvrcqlti9owxvqvtdkup1im4wo9fxhgtzo01ykqukaq4/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2023-02-07 08:47,No
Oliver,Maier,Ltd. OA | Orthopädie & UCH | EBIR,"Ltd. OA, Klinik für Orthopädie & UCH",Klinikum Premsendorf,"Germany, Premsendorf, Sachsen-Anhalt, Germany",Medical Practices,oliver.maier@mail.de,https://www.linkedin.com/in/oliver-maier-389712/,https://media.licdn.com/dms/image/v2/C5603AQFa2p0lqirc292shrv053b0phq8iuyw958z6unmbb2c1o/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2024-09-24 14:26,No
Michael,Wagner,Oberarzt | Kinderradiologie | EBIR,"Oberarzt, Klinik für Kinderradiologie",Klinikum Hübingen,"Germany, Hübingen, Rheinland-Pfalz, Germany",Medical Practices,michael.wagner@mail.de,https://www.linkedin.com/in/michael-wagner-553410/,https://media.licdn.com/dms/image/v2/C5603AQFs0pkaghvku0whmq0naetqhhgl2cmsmp0ffuqhmihqd1/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2026-07-19 15:09,No
Laura,Scholz,PD | Ltd. OA | Pädiatrie | EBIR,"Ltd. OA, Klinik für Pädiatrie",Klinikum Mittelstetten,"Germany, Mittelstetten, Bayern, Germany",Medical Practices,laura.scholz@mail.de,https://www.linkedin.com/in/laura-scholz-855806/,https://media.licdn.com/dms/image/v2/C5603AQF3n2bme6hmvbo3ow7v88wfaskhz876ntiu47orhsl5v1/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2025-06-04 16:15,No
Andreas,Wolf,Prof. Dr. | Assistenzarzt | Mammographie | EBIR,"Assistenzarzt, Klinik für Mammographie",Klinikum Ramhusen,"Germany, Ramhusen, Schleswig-Holstein, Germany",Medical Practices,andreas.wolf@mail.de,https://www.linkedin.com/in/andreas-wolf-800248/,https://media.licdn.com/dms/image/v2/C5603AQFl17k2d1dfrqhtainjbpuhlzf4ci80pxhjz042eeldls/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2024-09-03 08:38,No
Melissa,Hahn,Dr. med. | sonstige | Mammographie | EBIR,"sonstige, Klinik für Mammographie",Klinikum Krauschwitz,"Germany, Krauschwitz, Sachsen, Germany",Medical Practices,melissa.hahn@mail.de,https://www.linkedin.com/in/melissa-hahn-359934/,https://media.licdn.com/dms/image/v2/C5603AQFauvyou869q3wcs5dsptok19qmkxw0sfssu4l9rl5ket/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2025-06-05 16:06,No
Emil,Schäfer,Standortleiter | Psychiatrie | EBIR,"Standortleiter, Klinik für Psychiatrie",Klinikum Reckershausen,"Germany, Reckershausen, Rheinland-Pfalz, Germany",Medical Practices,emil.schäfer@mail.de,https://www.linkedin.com/in/emil-schäfer-496046/,https://media.licdn.com/dms/image/v2/C5603AQFpznsufkkfj0y5pop1r5rf2r2exslfvcfj65yaurhkss/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2023-09-20 16:37,No
Sandra,Schubert,PD | Ltd. OA | Kinderradiologie | EBIR,"Ltd. OA, Klinik für Kinderradiologie",Klinikum Schwarzenbruck,"Germany, Schwarzenbruck, Bayern, Germany",Medical Practices,sandra.schubert@mail.de,https://www.linkedin.com/in/sandra-schubert-181799/,https://media.licdn.com/dms/image/v2/C5603AQFzi60aw7e8js2g14z7zegupfeujue8koi1yeyg15pura/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2024-11-15 12:54,No
Florian,Frank,Prof. Dr. | MTRA | Innere Medizin | EBIR,"MTRA, Klinik für Innere Medizin",Klinikum Plaue,"Germany, Plaue, Thüringen, Germany",Medical Practices,florian.frank@mail.de,https://www.linkedin.com/in/florian-frank-249861/,https://media.licdn.com/dms/image/v2/C5603AQF4cbhlwg88820cx0jf3hexo4bcyp1rdnku4l1as7hl3t/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2025-08-09 15:40,No
Christian,Vogel,Dr. | Ltd. OA | Neuroradiologie | EBIR,"Ltd. OA, Klinik für Neuroradiologie",Klinikum Meudt,"Germany, Meudt, Rheinland-Pfalz, Germany",Medical Practices,christian.vogel@mail.de,https://www.linkedin.com/in/christian-vogel-413957/,https://media.licdn.com/dms/image/v2/C5603AQFc3di3s2zwg4hnfdk020dda9fpjw4stmxg6ngk57ngqz/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2025-12-01 12:41,No
Louis,Günther,Assistenzarzt | Anästhesie | EBIR,"Assistenzarzt, Klinik für Anästhesie",Klinikum Rudelzhausen,"Germany, Rudelzhausen, Bayern, Germany",Medical Practices,louis.günther@mail.de,https://www.linkedin.com/in/louis-günther-809829/,https://media.licdn.com/dms/image/v2/C5603AQF6gkio31hy17bn3p17c5koghd5bu87gy67gopb9u1nwv/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2026-11-08 17:43,No
Niklas,Meier,Dr. | Chefarzt | Neuroradiologie | EBIR,"Chefarzt, Klinik für Neuroradiologie",Klinikum Ullersdorf,"Germany, Ullersdorf, Brandenburg, Germany",Medical Practices,niklas.meier@mail.de,https://www.linkedin.com/in/niklas-meier-967447/,https://media.licdn.com/dms/image/v2/C5603AQF9buf952tec3pap64jcr2yasfrnkeyvrfeodf9k2x6lv/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2023-10-15 08:53,No
Anton,Wagner,Dr. med. | Standortleiter | Innere Medizin | EBIR,"Standortleiter, Klinik für Innere Medizin",Klinikum Schortens Grafschaft,"Germany, Schortens Grafschaft, Niedersachsen, Germany",Medical Practices,anton.wagner@mail.de,https://www.linkedin.com/in/anton-wagner-533775/,https://media.licdn.com/dms/image/v2/C5603AQFis626gd9gz5tycs76y8e5zgp693s9zgdjt7phekls2m/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2023-11-23 09:36,No
Ida,Kurz,Dr. | Chefarzt | Kinderradiologie | EBIR,"Chefarzt, Klinik für Kinderradiologie",Klinikum Betzendorf,"Germany, Betzendorf, Niedersachsen, Germany",Medical Practices,ida.kurz@mail.de,https://www.linkedin.com/in/ida-kurz-668374/,https://media.licdn.com/dms/image/v2/C5603AQFls48y0snala9zstgtli0me6wc5elfmi9wuf7pshcxxj/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2024-08-06 08:08,No
Tim,Fischer,Chefarzt | Gynäkologie | EBIR,"Chefarzt, Klinik für Gynäkologie",Klinikum Wies,"Germany, Wies, Baden-Württemberg, Germany",Medical Practices,tim.fischer@mail.de,https://www.linkedin.com/in/tim-fischer-365687/,https://media.licdn.com/dms/image/v2/C5603AQFuywtnloe3k2kq81w9wdovh0ax0tb9x0ql8cukfp7yi5/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2023-01-17 11:01,No
Lisa,Hofmann,Dr. | sonstige | Chirurgie | EBIR,"sonstige, Klinik für Chirurgie",Klinikum Triefenstein,"Germany, Triefenstein, Bayern, Germany",Medical Practices,lisa.hofmann@mail.de,https://www.linkedin.com/in/lisa-hofmann-967920/,https://media.licdn.com/dms/image/v2/C5603AQFp4sqqola3fwkrr368h9jo8uakhcx1ibmas2yjcn9ki5/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2026-12-23 17:31,No
Charlotte,Zimmermann,Assistenzarzt | Neuroradiologie | EBIR,"Assistenzarzt, Klinik für Neuroradiologie",Klinikum Bondorf,"Germany, Bondorf, Baden-Württemberg, Germany",Medical Practices,charlotte.zimmermann@mail.de,https://www.linkedin.com/in/charlotte-zimmermann-903598/,https://media.licdn.com/dms/image/v2/C5603AQF2tap9jl696a0us9n7k91u91k9m2mtx8uozwkpvnguro/profile-displayphoto-shrink_200_200/0/1634918689088?e=2147483647&v=beta&t=ANtxAwI7SwAKbYJ-yaUuLBaL61Ea4ybtVAYfj1oFSCM,,,,,,,,"LinkedIn,LinkedIn 1st",,2025-06-22 17:21,No
